,시간,06-25 (화)
0,최대,186.27
1,최소,98.99
2,가중평균,139.43
3,01시 1구간,169.24
4,01시 2구간,169.24
5,01시 3구간,169.24
6,01시 4구간,169.24
7,02시 1구간,108.99
8,02시 2구간,108.99
9,02시 3구간,108.99
10,02시 4구간,108.99
11,03시 1구간,101.26
12,03시 2구간,101.26
13,03시 3구간,101.26
14,03시 4구간,101.26
15,04시 1구간,98.99
16,04시 2구간,98.99
17,04시 3구간,98.99
18,04시 4구간,98.99
19,05시 1구간,99.12
20,05시 2구간,99.12
21,05시 3구간,99.12
22,05시 4구간,99.12
23,06시 1구간,99.16
24,06시 2구간,99.16
25,06시 3구간,99.16
26,06시 4구간,99.16
27,07시 1구간,101.4
28,07시 2구간,101.4
29,07시 3구간,101.4
30,07시 4구간,101.4
31,08시 1구간,131.4
32,08시 2구간,131.4
33,08시 3구간,131.4
34,08시 4구간,131.4
35,09시 1구간,133.12
36,09시 2구간,133.12
37,09시 3구간,133.12
38,09시 4구간,133.12
39,10시 1구간,136.91
40,10시 2구간,136.91
41,10시 3구간,136.91
42,10시 4구간,136.91
43,11시 1구간,138.46
44,11시 2구간,138.46
45,11시 3구간,138.46
46,11시 4구간,138.46
47,12시 1구간,138.45
48,12시 2구간,138.45
49,12시 3구간,138.45
50,12시 4구간,138.45
51,13시 1구간,137.5
52,13시 2구간,137.5
53,13시 3구간,137.5
54,13시 4구간,137.5
55,14시 1구간,139.13
56,14시 2구간,139.13
57,14시 3구간,139.13
58,14시 4구간,139.13
59,15시 1구간,186.27
60,15시 2구간,186.27
61,15시 3구간,186.27
62,15시 4구간,186.27
63,16시 1구간,158.95
64,16시 2구간,158.95
65,16시 3구간,158.95
66,16시 4구간,158.95
67,17시 1구간,185.09
68,17시 2구간,185.09
69,17시 3구간,185.09
70,17시 4구간,185.09
71,18시 1구간,148.52
72,18시 2구간,148.52
73,18시 3구간,148.52
74,18시 4구간,148.52
75,19시 1구간,146.79
76,19시 2구간,146.79
77,19시 3구간,146.79
78,19시 4구간,146.98
79,20시 1구간,147.09
80,20시 2구간,147.09
81,20시 3구간,147.09
82,20시 4구간,147.09
83,21시 1구간,147.48
84,21시 2구간,147.48
85,21시 3구간,147.48
86,21시 4구간,147.48
87,22시 1구간,147.76
88,22시 2구간,147.73
89,22시 3구간,147.73
90,22시 4구간,147.68
91,23시 1구간,147.69
92,23시 2구간,147.68
93,23시 3구간,147.68
94,23시 4구간,147.68
95,24시 1구간,148.36
96,24시 2구간,147.68
97,24시 3구간,147.68
98,24시 4구간,133.1
