,시간,04-14 (일)
0,최대,199.03
1,최소,0.0
2,가중평균,113.33
3,01시 1구간,199.03
4,01시 2구간,153.66
5,01시 3구간,152.84
6,01시 4구간,154.4
7,02시 1구간,94.96
8,02시 2구간,94.96
9,02시 3구간,94.96
10,02시 4구간,94.96
11,03시 1구간,86.66
12,03시 2구간,86.66
13,03시 3구간,86.66
14,03시 4구간,86.66
15,04시 1구간,86.65
16,04시 2구간,86.65
17,04시 3구간,154.32
18,04시 4구간,86.65
19,05시 1구간,86.68
20,05시 2구간,86.68
21,05시 3구간,86.68
22,05시 4구간,86.68
23,06시 1구간,100.28
24,06시 2구간,100.28
25,06시 3구간,100.28
26,06시 4구간,152.63
27,07시 1구간,99.37
28,07시 2구간,99.37
29,07시 3구간,99.37
30,07시 4구간,99.37
31,08시 1구간,94.77
32,08시 2구간,94.77
33,08시 3구간,94.77
34,08시 4구간,94.77
35,09시 1구간,95.19
36,09시 2구간,95.19
37,09시 3구간,95.19
38,09시 4구간,95.19
39,10시 1구간,98.75
40,10시 2구간,98.75
41,10시 3구간,98.75
42,10시 4구간,98.75
43,11시 1구간,97.48
44,11시 2구간,97.48
45,11시 3구간,97.48
46,11시 4구간,97.48
47,12시 1구간,97.23
48,12시 2구간,97.23
49,12시 3구간,97.23
50,12시 4구간,97.23
51,13시 1구간,94.12
52,13시 2구간,94.12
53,13시 3구간,94.12
54,13시 4구간,94.12
55,14시 1구간,94.57
56,14시 2구간,94.57
57,14시 3구간,94.57
58,14시 4구간,94.57
59,15시 1구간,95.51
60,15시 2구간,95.51
61,15시 3구간,0.0
62,15시 4구간,95.51
63,16시 1구간,118.2
64,16시 2구간,118.2
65,16시 3구간,118.2
66,16시 4구간,118.2
67,17시 1구간,118.2
68,17시 2구간,118.2
69,17시 3구간,118.2
70,17시 4구간,118.2
71,18시 1구간,159.2
72,18시 2구간,159.2
73,18시 3구간,159.2
74,18시 4구간,159.2
75,19시 1구간,119.0
76,19시 2구간,119.0
77,19시 3구간,119.0
78,19시 4구간,119.0
79,20시 1구간,160.39
80,20시 2구간,160.39
81,20시 3구간,160.39
82,20시 4구간,160.39
83,21시 1구간,160.35
84,21시 2구간,160.35
85,21시 3구간,160.35
86,21시 4구간,160.35
87,22시 1구간,119.84
88,22시 2구간,119.84
89,22시 3구간,119.84
90,22시 4구간,119.84
91,23시 1구간,119.08
92,23시 2구간,119.08
93,23시 3구간,119.08
94,23시 4구간,119.08
95,24시 1구간,98.5
96,24시 2구간,98.5
97,24시 3구간,98.5
98,24시 4구간,98.5
