,시간,05-02 (목)
0,최대,151.13
1,최소,-79.06
2,가중평균,116.23
3,01시 1구간,151.13
4,01시 2구간,151.13
5,01시 3구간,151.1
6,01시 4구간,151.1
7,02시 1구간,112.5
8,02시 2구간,112.5
9,02시 3구간,112.5
10,02시 4구간,112.5
11,03시 1구간,151.1
12,03시 2구간,151.1
13,03시 3구간,151.1
14,03시 4구간,151.1
15,04시 1구간,103.12
16,04시 2구간,103.12
17,04시 3구간,103.12
18,04시 4구간,103.12
19,05시 1구간,150.8
20,05시 2구간,150.8
21,05시 3구간,150.8
22,05시 4구간,150.8
23,06시 1구간,151.1
24,06시 2구간,151.1
25,06시 3구간,151.1
26,06시 4구간,151.1
27,07시 1구간,151.1
28,07시 2구간,151.1
29,07시 3구간,151.1
30,07시 4구간,151.1
31,08시 1구간,150.46
32,08시 2구간,150.46
33,08시 3구간,136.97
34,08시 4구간,136.97
35,09시 1구간,137.11
36,09시 2구간,137.11
37,09시 3구간,137.11
38,09시 4구간,137.11
39,10시 1구간,125.66
40,10시 2구간,-0.12
41,10시 3구간,-0.12
42,10시 4구간,-0.12
43,11시 1구간,140.4
44,11시 2구간,140.4
45,11시 3구간,-2.0
46,11시 4구간,-79.06
47,12시 1구간,-79.06
48,12시 2구간,-79.06
49,12시 3구간,-79.06
50,12시 4구간,-79.06
51,13시 1구간,-79.06
52,13시 2구간,-77.94
53,13시 3구간,-51.27
54,13시 4구간,-2.0
55,14시 1구간,-1.03
56,14시 2구간,126.99
57,14시 3구간,126.99
58,14시 4구간,133.55
59,15시 1구간,133.08
60,15시 2구간,133.08
61,15시 3구간,133.08
62,15시 4구간,133.08
63,16시 1구간,129.4
64,16시 2구간,129.4
65,16시 3구간,129.4
66,16시 4구간,129.4
67,17시 1구간,144.54
68,17시 2구간,144.54
69,17시 3구간,148.15
70,17시 4구간,148.15
71,18시 1구간,148.28
72,18시 2구간,148.28
73,18시 3구간,148.28
74,18시 4구간,148.28
75,19시 1구간,149.35
76,19시 2구간,149.35
77,19시 3구간,149.35
78,19시 4구간,149.35
79,20시 1구간,149.48
80,20시 2구간,149.48
81,20시 3구간,149.48
82,20시 4구간,149.48
83,21시 1구간,149.61
84,21시 2구간,149.61
85,21시 3구간,149.61
86,21시 4구간,149.61
87,22시 1구간,149.61
88,22시 2구간,149.61
89,22시 3구간,149.61
90,22시 4구간,149.61
91,23시 1구간,150.01
92,23시 2구간,-79.06
93,23시 3구간,150.52
94,23시 4구간,150.52
95,24시 1구간,150.52
96,24시 2구간,150.52
97,24시 3구간,150.52
98,24시 4구간,146.61
