,시간,11-19 (화)
0,최대,154.06
1,최소,79.76
2,가중평균,119.65
3,01시 1구간,114.94
4,01시 2구간,114.94
5,01시 3구간,114.94
6,01시 4구간,114.94
7,02시 1구간,90.49
8,02시 2구간,90.49
9,02시 3구간,90.49
10,02시 4구간,90.49
11,03시 1구간,90.49
12,03시 2구간,90.49
13,03시 3구간,90.49
14,03시 4구간,90.49
15,04시 1구간,79.76
16,04시 2구간,79.76
17,04시 3구간,79.76
18,04시 4구간,79.76
19,05시 1구간,79.76
20,05시 2구간,79.76
21,05시 3구간,79.76
22,05시 4구간,79.76
23,06시 1구간,110.99
24,06시 2구간,110.99
25,06시 3구간,110.99
26,06시 4구간,110.99
27,07시 1구간,110.99
28,07시 2구간,110.99
29,07시 3구간,110.99
30,07시 4구간,110.99
31,08시 1구간,118.08
32,08시 2구간,118.08
33,08시 3구간,118.08
34,08시 4구간,118.08
35,09시 1구간,137.61
36,09시 2구간,137.61
37,09시 3구간,137.61
38,09시 4구간,137.61
39,10시 1구간,137.88
40,10시 2구간,137.88
41,10시 3구간,137.88
42,10시 4구간,137.88
43,11시 1구간,154.06
44,11시 2구간,153.93
45,11시 3구간,147.19
46,11시 4구간,147.19
47,12시 1구간,131.65
48,12시 2구간,131.65
49,12시 3구간,131.65
50,12시 4구간,131.65
51,13시 1구간,131.65
52,13시 2구간,131.65
53,13시 3구간,131.65
54,13시 4구간,131.65
55,14시 1구간,131.65
56,14시 2구간,131.65
57,14시 3구간,131.65
58,14시 4구간,131.65
59,15시 1구간,131.65
60,15시 2구간,131.65
61,15시 3구간,131.65
62,15시 4구간,131.65
63,16시 1구간,131.65
64,16시 2구간,131.65
65,16시 3구간,131.65
66,16시 4구간,131.65
67,17시 1구간,151.7
68,17시 2구간,151.7
69,17시 3구간,151.7
70,17시 4구간,151.7
71,18시 1구간,137.62
72,18시 2구간,137.62
73,18시 3구간,137.62
74,18시 4구간,137.62
75,19시 1구간,127.68
76,19시 2구간,127.68
77,19시 3구간,127.68
78,19시 4구간,127.68
79,20시 1구간,117.67
80,20시 2구간,117.67
81,20시 3구간,117.67
82,20시 4구간,117.67
83,21시 1구간,110.99
84,21시 2구간,110.99
85,21시 3구간,110.99
86,21시 4구간,110.99
87,22시 1구간,104.46
88,22시 2구간,104.46
89,22시 3구간,104.46
90,22시 4구간,104.46
91,23시 1구간,104.46
92,23시 2구간,104.46
93,23시 3구간,104.46
94,23시 4구간,104.46
95,24시 1구간,110.99
96,24시 2구간,110.99
97,24시 3구간,110.99
98,24시 4구간,110.99
