,시간,09-29 (일)
0,최대,161.86
1,최소,92.33
2,가중평균,114.01
3,01시 1구간,106.35
4,01시 2구간,106.35
5,01시 3구간,106.35
6,01시 4구간,106.35
7,02시 1구간,92.55
8,02시 2구간,92.55
9,02시 3구간,92.55
10,02시 4구간,92.55
11,03시 1구간,92.55
12,03시 2구간,92.55
13,03시 3구간,92.55
14,03시 4구간,92.55
15,04시 1구간,92.55
16,04시 2구간,92.55
17,04시 3구간,92.55
18,04시 4구간,92.55
19,05시 1구간,92.33
20,05시 2구간,92.33
21,05시 3구간,92.33
22,05시 4구간,92.33
23,06시 1구간,92.55
24,06시 2구간,92.55
25,06시 3구간,92.55
26,06시 4구간,92.55
27,07시 1구간,92.55
28,07시 2구간,92.55
29,07시 3구간,92.55
30,07시 4구간,92.55
31,08시 1구간,104.13
32,08시 2구간,104.13
33,08시 3구간,104.13
34,08시 4구간,104.13
35,09시 1구간,105.27
36,09시 2구간,105.27
37,09시 3구간,105.27
38,09시 4구간,105.27
39,10시 1구간,107.71
40,10시 2구간,107.71
41,10시 3구간,107.71
42,10시 4구간,107.71
43,11시 1구간,107.71
44,11시 2구간,107.71
45,11시 3구간,107.71
46,11시 4구간,107.71
47,12시 1구간,107.65
48,12시 2구간,107.65
49,12시 3구간,107.65
50,12시 4구간,107.65
51,13시 1구간,107.65
52,13시 2구간,107.65
53,13시 3구간,107.65
54,13시 4구간,107.65
55,14시 1구간,107.65
56,14시 2구간,107.65
57,14시 3구간,107.65
58,14시 4구간,107.65
59,15시 1구간,107.65
60,15시 2구간,107.65
61,15시 3구간,107.65
62,15시 4구간,107.65
63,16시 1구간,116.06
64,16시 2구간,116.06
65,16시 3구간,116.06
66,16시 4구간,116.06
67,17시 1구간,116.06
68,17시 2구간,116.06
69,17시 3구간,116.06
70,17시 4구간,116.06
71,18시 1구간,145.61
72,18시 2구간,145.61
73,18시 3구간,145.61
74,18시 4구간,145.61
75,19시 1구간,160.09
76,19시 2구간,160.46
77,19시 3구간,160.76
78,19시 4구간,161.0
79,20시 1구간,161.43
80,20시 2구간,161.59
81,20시 3구간,161.74
82,20시 4구간,161.86
83,21시 1구간,142.05
84,21시 2구간,142.05
85,21시 3구간,142.05
86,21시 4구간,142.05
87,22시 1구간,116.2
88,22시 2구간,116.2
89,22시 3구간,116.2
90,22시 4구간,116.2
91,23시 1구간,107.71
92,23시 2구간,107.71
93,23시 3구간,107.71
94,23시 4구간,107.71
95,24시 1구간,107.71
96,24시 2구간,107.71
97,24시 3구간,107.71
98,24시 4구간,107.71
