,시간,10-28 (월)
0,최대,157.54
1,최소,-78.74
2,가중평균,78.67
3,01시 1구간,75.66
4,01시 2구간,75.66
5,01시 3구간,75.66
6,01시 4구간,75.66
7,02시 1구간,152.28
8,02시 2구간,151.84
9,02시 3구간,151.56
10,02시 4구간,75.64
11,03시 1구간,75.64
12,03시 2구간,75.64
13,03시 3구간,75.64
14,03시 4구간,75.64
15,04시 1구간,75.64
16,04시 2구간,75.64
17,04시 3구간,75.64
18,04시 4구간,75.64
19,05시 1구간,76.87
20,05시 2구간,76.87
21,05시 3구간,76.87
22,05시 4구간,76.87
23,06시 1구간,-48.0
24,06시 2구간,-0.08
25,06시 3구간,-0.08
26,06시 4구간,-0.08
27,07시 1구간,-0.43
28,07시 2구간,-0.43
29,07시 3구간,92.8
30,07시 4구간,92.8
31,08시 1구간,-78.74
32,08시 2구간,-78.74
33,08시 3구간,-0.01
34,08시 4구간,0.0
35,09시 1구간,139.32
36,09시 2구간,139.32
37,09시 3구간,139.32
38,09시 4구간,0.0
39,10시 1구간,0.0
40,10시 2구간,-48.0
41,10시 3구간,-78.74
42,10시 4구간,-78.74
43,11시 1구간,-78.74
44,11시 2구간,-78.74
45,11시 3구간,-78.74
46,11시 4구간,-78.74
47,12시 1구간,-78.74
48,12시 2구간,0.0
49,12시 3구간,0.0
50,12시 4구간,0.0
51,13시 1구간,0.0
52,13시 2구간,-48.0
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,0.0
56,14시 2구간,0.0
57,14시 3구간,0.0
58,14시 4구간,0.0
59,15시 1구간,155.57
60,15시 2구간,155.57
61,15시 3구간,0.0
62,15시 4구간,155.57
63,16시 1구간,139.32
64,16시 2구간,139.32
65,16시 3구간,139.32
66,16시 4구간,139.32
67,17시 1구간,137.77
68,17시 2구간,137.77
69,17시 3구간,137.77
70,17시 4구간,155.9
71,18시 1구간,155.96
72,18시 2구간,156.66
73,18시 3구간,156.65
74,18시 4구간,156.63
75,19시 1구간,156.17
76,19시 2구간,156.31
77,19시 3구간,156.4
78,19시 4구간,154.29
79,20시 1구간,154.51
80,20시 2구간,154.51
81,20시 3구간,154.76
82,20시 4구간,156.87
83,21시 1구간,157.43
84,21시 2구간,157.54
85,21시 3구간,157.47
86,21시 4구간,156.96
87,22시 1구간,156.96
88,22시 2구간,157.38
89,22시 3구간,157.13
90,22시 4구간,156.67
91,23시 1구간,152.19
92,23시 2구간,152.81
93,23시 3구간,152.69
94,23시 4구간,116.6
95,24시 1구간,103.96
96,24시 2구간,103.96
97,24시 3구간,103.96
98,24시 4구간,103.96
