,시간,09-12 (목)
0,최대,208.06
1,최소,137.35
2,가중평균,157.58
3,01시 1구간,157.22
4,01시 2구간,157.02
5,01시 3구간,156.92
6,01시 4구간,157.8
7,02시 1구간,138.39
8,02시 2구간,138.39
9,02시 3구간,138.39
10,02시 4구간,138.39
11,03시 1구간,138.2
12,03시 2구간,138.2
13,03시 3구간,138.2
14,03시 4구간,138.2
15,04시 1구간,137.35
16,04시 2구간,137.35
17,04시 3구간,137.35
18,04시 4구간,137.35
19,05시 1구간,137.35
20,05시 2구간,137.35
21,05시 3구간,137.35
22,05시 4구간,137.35
23,06시 1구간,138.2
24,06시 2구간,138.2
25,06시 3구간,138.2
26,06시 4구간,138.2
27,07시 1구간,143.14
28,07시 2구간,143.14
29,07시 3구간,143.14
30,07시 4구간,143.14
31,08시 1구간,143.14
32,08시 2구간,143.14
33,08시 3구간,143.14
34,08시 4구간,143.14
35,09시 1구간,158.35
36,09시 2구간,158.35
37,09시 3구간,158.35
38,09시 4구간,158.27
39,10시 1구간,157.93
40,10시 2구간,157.91
41,10시 3구간,157.89
42,10시 4구간,157.74
43,11시 1구간,157.74
44,11시 2구간,157.74
45,11시 3구간,157.74
46,11시 4구간,157.74
47,12시 1구간,157.74
48,12시 2구간,157.74
49,12시 3구간,157.74
50,12시 4구간,158.34
51,13시 1구간,158.34
52,13시 2구간,158.34
53,13시 3구간,158.34
54,13시 4구간,158.42
55,14시 1구간,158.25
56,14시 2구간,158.25
57,14시 3구간,158.25
58,14시 4구간,158.25
59,15시 1구간,161.71
60,15시 2구간,161.71
61,15시 3구간,161.71
62,15시 4구간,161.71
63,16시 1구간,208.06
64,16시 2구간,208.06
65,16시 3구간,208.06
66,16시 4구간,208.06
67,17시 1구간,166.78
68,17시 2구간,166.78
69,17시 3구간,166.78
70,17시 4구간,166.78
71,18시 1구간,159.2
72,18시 2구간,159.2
73,18시 3구간,159.2
74,18시 4구간,159.17
75,19시 1구간,159.45
76,19시 2구간,159.45
77,19시 3구간,159.45
78,19시 4구간,159.47
79,20시 1구간,159.75
80,20시 2구간,159.75
81,20시 3구간,159.75
82,20시 4구간,159.75
83,21시 1구간,159.75
84,21시 2구간,159.75
85,21시 3구간,159.75
86,21시 4구간,159.75
87,22시 1구간,160.03
88,22시 2구간,160.03
89,22시 3구간,160.03
90,22시 4구간,160.13
91,23시 1구간,161.26
92,23시 2구간,160.03
93,23시 3구간,160.03
94,23시 4구간,160.03
95,24시 1구간,157.63
96,24시 2구간,157.63
97,24시 3구간,157.63
98,24시 4구간,143.96
