,시간,07-19 (금)
0,최대,180.33
1,최소,-2.0
2,가중평균,135.68
3,01시 1구간,134.55
4,01시 2구간,134.55
5,01시 3구간,134.55
6,01시 4구간,134.55
7,02시 1구간,112.33
8,02시 2구간,112.33
9,02시 3구간,112.33
10,02시 4구간,112.33
11,03시 1구간,100.52
12,03시 2구간,100.52
13,03시 3구간,100.52
14,03시 4구간,100.52
15,04시 1구간,100.52
16,04시 2구간,100.52
17,04시 3구간,100.52
18,04시 4구간,100.52
19,05시 1구간,100.52
20,05시 2구간,100.52
21,05시 3구간,100.52
22,05시 4구간,100.52
23,06시 1구간,101.46
24,06시 2구간,101.46
25,06시 3구간,101.46
26,06시 4구간,101.46
27,07시 1구간,133.79
28,07시 2구간,133.79
29,07시 3구간,133.79
30,07시 4구간,133.79
31,08시 1구간,139.5
32,08시 2구간,139.5
33,08시 3구간,139.5
34,08시 4구간,139.5
35,09시 1구간,151.33
36,09시 2구간,151.33
37,09시 3구간,151.33
38,09시 4구간,151.35
39,10시 1구간,151.35
40,10시 2구간,151.35
41,10시 3구간,151.35
42,10시 4구간,151.25
43,11시 1구간,180.33
44,11시 2구간,180.33
45,11시 3구간,180.33
46,11시 4구간,180.33
47,12시 1구간,153.33
48,12시 2구간,153.32
49,12시 3구간,153.32
50,12시 4구간,152.38
51,13시 1구간,150.96
52,13시 2구간,141.85
53,13시 3구간,141.85
54,13시 4구간,141.85
55,14시 1구간,154.25
56,14시 2구간,138.88
57,14시 3구간,-2.0
58,14시 4구간,-2.0
59,15시 1구간,-2.0
60,15시 2구간,-2.0
61,15시 3구간,-2.0
62,15시 4구간,154.3
63,16시 1구간,154.43
64,16시 2구간,154.43
65,16시 3구간,154.43
66,16시 4구간,154.43
67,17시 1구간,153.61
68,17시 2구간,153.67
69,17시 3구간,153.72
70,17시 4구간,153.93
71,18시 1구간,153.93
72,18시 2구간,154.0
73,18시 3구간,154.06
74,18시 4구간,154.27
75,19시 1구간,154.43
76,19시 2구간,154.47
77,19시 3구간,154.51
78,19시 4구간,154.51
79,20시 1구간,154.67
80,20시 2구간,154.66
81,20시 3구간,154.66
82,20시 4구간,154.66
83,21시 1구간,154.65
84,21시 2구간,154.65
85,21시 3구간,154.65
86,21시 4구간,154.63
87,22시 1구간,154.61
88,22시 2구간,154.58
89,22시 3구간,154.56
90,22시 4구간,154.53
91,23시 1구간,154.21
92,23시 2구간,154.49
93,23시 3구간,154.49
94,23시 4구간,154.49
95,24시 1구간,154.65
96,24시 2구간,154.65
97,24시 3구간,154.65
98,24시 4구간,136.42
