,시간,06-10 (월)
0,최대,150.78
1,최소,80.89
2,가중평균,129.75
3,01시 1구간,108.29
4,01시 2구간,108.29
5,01시 3구간,108.29
6,01시 4구간,108.29
7,02시 1구간,92.67
8,02시 2구간,92.67
9,02시 3구간,92.67
10,02시 4구간,92.67
11,03시 1구간,91.48
12,03시 2구간,91.48
13,03시 3구간,91.48
14,03시 4구간,91.48
15,04시 1구간,80.89
16,04시 2구간,80.89
17,04시 3구간,80.89
18,04시 4구간,80.89
19,05시 1구간,80.89
20,05시 2구간,80.89
21,05시 3구간,80.89
22,05시 4구간,80.89
23,06시 1구간,91.57
24,06시 2구간,91.57
25,06시 3구간,91.57
26,06시 4구간,91.57
27,07시 1구간,108.23
28,07시 2구간,108.23
29,07시 3구간,108.23
30,07시 4구간,108.23
31,08시 1구간,114.34
32,08시 2구간,114.34
33,08시 3구간,114.34
34,08시 4구간,114.34
35,09시 1구간,138.14
36,09시 2구간,138.14
37,09시 3구간,138.14
38,09시 4구간,138.14
39,10시 1구간,139.69
40,10시 2구간,139.69
41,10시 3구간,139.69
42,10시 4구간,139.69
43,11시 1구간,141.14
44,11시 2구간,141.14
45,11시 3구간,141.14
46,11시 4구간,141.14
47,12시 1구간,139.69
48,12시 2구간,139.69
49,12시 3구간,139.69
50,12시 4구간,139.69
51,13시 1구간,134.18
52,13시 2구간,134.18
53,13시 3구간,134.18
54,13시 4구간,134.18
55,14시 1구간,141.92
56,14시 2구간,141.92
57,14시 3구간,141.92
58,14시 4구간,141.92
59,15시 1구간,143.08
60,15시 2구간,143.08
61,15시 3구간,143.08
62,15시 4구간,143.08
63,16시 1구간,143.08
64,16시 2구간,143.08
65,16시 3구간,143.08
66,16시 4구간,143.08
67,17시 1구간,142.16
68,17시 2구간,142.16
69,17시 3구간,142.16
70,17시 4구간,142.16
71,18시 1구간,141.16
72,18시 2구간,141.16
73,18시 3구간,141.16
74,18시 4구간,141.16
75,19시 1구간,134.86
76,19시 2구간,134.86
77,19시 3구간,149.17
78,19시 4구간,149.12
79,20시 1구간,149.49
80,20시 2구간,149.49
81,20시 3구간,149.49
82,20시 4구간,149.49
83,21시 1구간,150.37
84,21시 2구간,150.37
85,21시 3구간,150.37
86,21시 4구간,150.45
87,22시 1구간,150.78
88,22시 2구간,150.66
89,22시 3구간,150.54
90,22시 4구간,150.43
91,23시 1구간,149.02
92,23시 2구간,149.81
93,23시 3구간,149.81
94,23시 4구간,149.81
95,24시 1구간,150.3
96,24시 2구간,150.3
97,24시 3구간,130.81
98,24시 4구간,130.81
