,시간,10-16 (수)
0,최대,155.82
1,최소,92.14
2,가중평균,130.92
3,01시 1구간,100.68
4,01시 2구간,100.68
5,01시 3구간,100.68
6,01시 4구간,100.68
7,02시 1구간,92.35
8,02시 2구간,92.35
9,02시 3구간,92.35
10,02시 4구간,92.35
11,03시 1구간,92.35
12,03시 2구간,92.35
13,03시 3구간,92.35
14,03시 4구간,92.35
15,04시 1구간,92.14
16,04시 2구간,92.14
17,04시 3구간,92.14
18,04시 4구간,92.14
19,05시 1구간,92.35
20,05시 2구간,92.35
21,05시 3구간,92.35
22,05시 4구간,92.35
23,06시 1구간,106.1
24,06시 2구간,106.1
25,06시 3구간,106.1
26,06시 4구간,106.1
27,07시 1구간,106.97
28,07시 2구간,106.97
29,07시 3구간,106.97
30,07시 4구간,106.97
31,08시 1구간,116.76
32,08시 2구간,116.76
33,08시 3구간,116.76
34,08시 4구간,116.76
35,09시 1구간,138.66
36,09시 2구간,138.66
37,09시 3구간,138.66
38,09시 4구간,138.66
39,10시 1구간,138.68
40,10시 2구간,138.68
41,10시 3구간,138.68
42,10시 4구간,138.68
43,11시 1구간,154.49
44,11시 2구간,154.49
45,11시 3구간,154.49
46,11시 4구간,154.56
47,12시 1구간,138.67
48,12시 2구간,138.67
49,12시 3구간,138.67
50,12시 4구간,138.67
51,13시 1구간,133.51
52,13시 2구간,133.51
53,13시 3구간,133.51
54,13시 4구간,133.51
55,14시 1구간,138.67
56,14시 2구간,138.67
57,14시 3구간,138.67
58,14시 4구간,138.67
59,15시 1구간,138.67
60,15시 2구간,138.67
61,15시 3구간,138.67
62,15시 4구간,138.67
63,16시 1구간,138.67
64,16시 2구간,138.67
65,16시 3구간,138.67
66,16시 4구간,138.67
67,17시 1구간,154.7
68,17시 2구간,154.7
69,17시 3구간,154.7
70,17시 4구간,154.34
71,18시 1구간,154.66
72,18시 2구간,154.66
73,18시 3구간,155.57
74,18시 4구간,155.61
75,19시 1구간,155.71
76,19시 2구간,155.78
77,19시 3구간,155.82
78,19시 4구간,155.77
79,20시 1구간,155.65
80,20시 2구간,155.73
81,20시 3구간,155.59
82,20시 4구간,155.59
83,21시 1구간,153.28
84,21시 2구간,153.28
85,21시 3구간,153.28
86,21시 4구간,153.28
87,22시 1구간,154.0
88,22시 2구간,154.02
89,22시 3구간,154.04
90,22시 4구간,125.4
91,23시 1구간,128.3
92,23시 2구간,128.3
93,23시 3구간,128.3
94,23시 4구간,128.3
95,24시 1구간,106.97
96,24시 2구간,106.97
97,24시 3구간,106.97
98,24시 4구간,106.97
