,시간,07-12 (금)
0,최대,155.89
1,최소,99.51
2,가중평균,136.35
3,01시 1구간,124.19
4,01시 2구간,124.19
5,01시 3구간,124.19
6,01시 4구간,124.19
7,02시 1구간,99.95
8,02시 2구간,99.95
9,02시 3구간,99.95
10,02시 4구간,99.95
11,03시 1구간,99.65
12,03시 2구간,99.65
13,03시 3구간,99.65
14,03시 4구간,99.65
15,04시 1구간,99.51
16,04시 2구간,99.51
17,04시 3구간,99.51
18,04시 4구간,99.51
19,05시 1구간,99.51
20,05시 2구간,99.51
21,05시 3구간,99.51
22,05시 4구간,99.51
23,06시 1구간,99.92
24,06시 2구간,99.92
25,06시 3구간,99.92
26,06시 4구간,99.92
27,07시 1구간,104.59
28,07시 2구간,104.59
29,07시 3구간,104.59
30,07시 4구간,104.59
31,08시 1구간,131.85
32,08시 2구간,131.85
33,08시 3구간,131.85
34,08시 4구간,131.85
35,09시 1구간,137.05
36,09시 2구간,137.05
37,09시 3구간,137.05
38,09시 4구간,137.05
39,10시 1구간,140.97
40,10시 2구간,140.97
41,10시 3구간,140.97
42,10시 4구간,140.97
43,11시 1구간,141.54
44,11시 2구간,141.54
45,11시 3구간,141.54
46,11시 4구간,141.54
47,12시 1구간,141.52
48,12시 2구간,141.52
49,12시 3구간,141.52
50,12시 4구간,141.52
51,13시 1구간,140.56
52,13시 2구간,140.56
53,13시 3구간,140.56
54,13시 4구간,140.56
55,14시 1구간,141.51
56,14시 2구간,141.51
57,14시 3구간,141.51
58,14시 4구간,141.51
59,15시 1구간,155.87
60,15시 2구간,155.87
61,15시 3구간,155.87
62,15시 4구간,155.86
63,16시 1구간,155.86
64,16시 2구간,155.86
65,16시 3구간,155.86
66,16시 4구간,155.89
67,17시 1구간,152.66
68,17시 2구간,152.66
69,17시 3구간,152.66
70,17시 4구간,152.66
71,18시 1구간,152.66
72,18시 2구간,152.66
73,18시 3구간,152.66
74,18시 4구간,152.66
75,19시 1구간,153.03
76,19시 2구간,153.03
77,19시 3구간,153.03
78,19시 4구간,152.95
79,20시 1구간,152.95
80,20시 2구간,152.95
81,20시 3구간,152.95
82,20시 4구간,152.94
83,21시 1구간,152.94
84,21시 2구간,152.94
85,21시 3구간,152.94
86,21시 4구간,152.94
87,22시 1구간,152.95
88,22시 2구간,152.95
89,22시 3구간,152.95
90,22시 4구간,152.96
91,23시 1구간,153.0
92,23시 2구간,153.0
93,23시 3구간,133.69
94,23시 4구간,133.69
95,24시 1구간,132.52
96,24시 2구간,132.52
97,24시 3구간,132.52
98,24시 4구간,132.52
