,시간,04-17 (수)
0,최대,156.52
1,최소,103.31
2,가중평균,132.88
3,01시 1구간,116.28
4,01시 2구간,116.28
5,01시 3구간,116.28
6,01시 4구간,116.28
7,02시 1구간,116.28
8,02시 2구간,116.28
9,02시 3구간,116.28
10,02시 4구간,116.28
11,03시 1구간,111.46
12,03시 2구간,111.46
13,03시 3구간,111.46
14,03시 4구간,111.46
15,04시 1구간,103.31
16,04시 2구간,103.31
17,04시 3구간,103.31
18,04시 4구간,103.31
19,05시 1구간,109.1
20,05시 2구간,109.1
21,05시 3구간,109.1
22,05시 4구간,109.1
23,06시 1구간,111.58
24,06시 2구간,111.58
25,06시 3구간,111.58
26,06시 4구간,111.58
27,07시 1구간,111.46
28,07시 2구간,111.46
29,07시 3구간,111.46
30,07시 4구간,111.46
31,08시 1구간,143.54
32,08시 2구간,143.54
33,08시 3구간,143.54
34,08시 4구간,143.54
35,09시 1구간,143.61
36,09시 2구간,143.61
37,09시 3구간,143.61
38,09시 4구간,143.61
39,10시 1구간,131.1
40,10시 2구간,131.1
41,10시 3구간,144.31
42,10시 4구간,131.1
43,11시 1구간,142.71
44,11시 2구간,142.71
45,11시 3구간,142.71
46,11시 4구간,130.92
47,12시 1구간,130.92
48,12시 2구간,130.92
49,12시 3구간,130.92
50,12시 4구간,130.92
51,13시 1구간,130.73
52,13시 2구간,130.73
53,13시 3구간,130.73
54,13시 4구간,130.73
55,14시 1구간,130.92
56,14시 2구간,130.92
57,14시 3구간,130.92
58,14시 4구간,130.92
59,15시 1구간,133.41
60,15시 2구간,133.41
61,15시 3구간,133.41
62,15시 4구간,133.41
63,16시 1구간,133.41
64,16시 2구간,133.41
65,16시 3구간,133.41
66,16시 4구간,133.41
67,17시 1구간,129.77
68,17시 2구간,129.77
69,17시 3구간,130.92
70,17시 4구간,130.92
71,18시 1구간,132.9
72,18시 2구간,132.9
73,18시 3구간,132.9
74,18시 4구간,132.9
75,19시 1구간,139.01
76,19시 2구간,139.01
77,19시 3구간,139.01
78,19시 4구간,139.01
79,20시 1구간,156.52
80,20시 2구간,156.52
81,20시 3구간,156.52
82,20시 4구간,156.52
83,21시 1구간,154.1
84,21시 2구간,154.1
85,21시 3구간,154.1
86,21시 4구간,154.1
87,22시 1구간,154.1
88,22시 2구간,154.1
89,22시 3구간,154.1
90,22시 4구간,154.1
91,23시 1구간,154.1
92,23시 2구간,153.77
93,23시 3구간,153.77
94,23시 4구간,153.77
95,24시 1구간,153.61
96,24시 2구간,153.61
97,24시 3구간,153.61
98,24시 4구간,143.61
