,시간,03-19 (화)
0,최대,172.85
1,최소,-77.94
2,가중평균,116.46
3,01시 1구간,124.24
4,01시 2구간,124.24
5,01시 3구간,124.24
6,01시 4구간,124.24
7,02시 1구간,101.77
8,02시 2구간,101.77
9,02시 3구간,101.77
10,02시 4구간,101.77
11,03시 1구간,101.77
12,03시 2구간,101.77
13,03시 3구간,101.77
14,03시 4구간,101.77
15,04시 1구간,101.77
16,04시 2구간,101.77
17,04시 3구간,101.77
18,04시 4구간,101.77
19,05시 1구간,101.77
20,05시 2구간,101.77
21,05시 3구간,101.77
22,05시 4구간,101.77
23,06시 1구간,104.28
24,06시 2구간,104.28
25,06시 3구간,104.28
26,06시 4구간,104.28
27,07시 1구간,120.27
28,07시 2구간,120.27
29,07시 3구간,120.27
30,07시 4구간,120.27
31,08시 1구간,170.99
32,08시 2구간,170.99
33,08시 3구간,170.99
34,08시 4구간,145.22
35,09시 1구간,169.88
36,09시 2구간,169.88
37,09시 3구간,169.88
38,09시 4구간,169.82
39,10시 1구간,172.5
40,10시 2구간,172.5
41,10시 3구간,172.5
42,10시 4구간,172.67
43,11시 1구간,154.48
44,11시 2구간,154.48
45,11시 3구간,154.48
46,11시 4구간,154.48
47,12시 1구간,154.48
48,12시 2구간,154.48
49,12시 3구간,154.48
50,12시 4구간,0.0
51,13시 1구간,145.91
52,13시 2구간,0.0
53,13시 3구간,-25.98
54,13시 4구간,-77.94
55,14시 1구간,-77.94
56,14시 2구간,-77.94
57,14시 3구간,-77.94
58,14시 4구간,-77.94
59,15시 1구간,-19.0
60,15시 2구간,0.0
61,15시 3구간,0.0
62,15시 4구간,0.0
63,16시 1구간,0.0
64,16시 2구간,153.28
65,16시 3구간,153.28
66,16시 4구간,153.28
67,17시 1구간,0.0
68,17시 2구간,0.0
69,17시 3구간,0.0
70,17시 4구간,0.0
71,18시 1구간,0.0
72,18시 2구간,0.0
73,18시 3구간,0.0
74,18시 4구간,170.94
75,19시 1구간,170.94
76,19시 2구간,170.94
77,19시 3구간,170.94
78,19시 4구간,170.94
79,20시 1구간,171.12
80,20시 2구간,171.12
81,20시 3구간,171.12
82,20시 4구간,172.47
83,21시 1구간,172.56
84,21시 2구간,172.56
85,21시 3구간,172.56
86,21시 4구간,171.21
87,22시 1구간,171.21
88,22시 2구간,171.21
89,22시 3구간,171.21
90,22시 4구간,171.21
91,23시 1구간,171.21
92,23시 2구간,172.67
93,23시 3구간,172.67
94,23시 4구간,172.67
95,24시 1구간,172.85
96,24시 2구간,172.85
97,24시 3구간,172.85
98,24시 4구간,151.28
