,시간,11-01 (금)
0,최대,151.13
1,최소,91.75
2,가중평균,118.07
3,01시 1구간,112.58
4,01시 2구간,112.58
5,01시 3구간,112.58
6,01시 4구간,112.58
7,02시 1구간,103.44
8,02시 2구간,103.44
9,02시 3구간,103.44
10,02시 4구간,103.44
11,03시 1구간,102.83
12,03시 2구간,102.83
13,03시 3구간,102.83
14,03시 4구간,102.83
15,04시 1구간,91.75
16,04시 2구간,91.75
17,04시 3구간,91.75
18,04시 4구간,91.75
19,05시 1구간,101.85
20,05시 2구간,101.85
21,05시 3구간,101.85
22,05시 4구간,101.85
23,06시 1구간,103.45
24,06시 2구간,103.45
25,06시 3구간,103.45
26,06시 4구간,103.45
27,07시 1구간,106.6
28,07시 2구간,106.6
29,07시 3구간,106.6
30,07시 4구간,106.6
31,08시 1구간,131.3
32,08시 2구간,131.3
33,08시 3구간,131.3
34,08시 4구간,131.3
35,09시 1구간,151.13
36,09시 2구간,151.13
37,09시 3구간,151.13
38,09시 4구간,151.13
39,10시 1구간,150.53
40,10시 2구간,150.53
41,10시 3구간,150.53
42,10시 4구간,150.53
43,11시 1구간,145.71
44,11시 2구간,145.71
45,11시 3구간,145.71
46,11시 4구간,145.71
47,12시 1구간,135.22
48,12시 2구간,135.22
49,12시 3구간,135.22
50,12시 4구간,135.22
51,13시 1구간,116.31
52,13시 2구간,116.31
53,13시 3구간,116.31
54,13시 4구간,116.31
55,14시 1구간,113.82
56,14시 2구간,113.82
57,14시 3구간,113.82
58,14시 4구간,113.82
59,15시 1구간,114.22
60,15시 2구간,114.22
61,15시 3구간,114.22
62,15시 4구간,114.22
63,16시 1구간,113.0
64,16시 2구간,113.0
65,16시 3구간,113.0
66,16시 4구간,113.0
67,17시 1구간,131.17
68,17시 2구간,131.17
69,17시 3구간,131.17
70,17시 4구간,131.17
71,18시 1구간,131.26
72,18시 2구간,131.26
73,18시 3구간,131.26
74,18시 4구간,131.26
75,19시 1구간,131.26
76,19시 2구간,131.26
77,19시 3구간,131.26
78,19시 4구간,131.26
79,20시 1구간,107.08
80,20시 2구간,107.08
81,20시 3구간,107.08
82,20시 4구간,107.08
83,21시 1구간,103.42
84,21시 2구간,103.42
85,21시 3구간,103.42
86,21시 4구간,103.42
87,22시 1구간,103.42
88,22시 2구간,103.42
89,22시 3구간,103.42
90,22시 4구간,103.42
91,23시 1구간,103.42
92,23시 2구간,103.42
93,23시 3구간,103.42
94,23시 4구간,103.42
95,24시 1구간,103.42
96,24시 2구간,103.42
97,24시 3구간,103.42
98,24시 4구간,103.42
