,시간,06-23 (일)
0,최대,153.55
1,최소,92.89
2,가중평균,123.94
3,01시 1구간,98.02
4,01시 2구간,98.02
5,01시 3구간,98.02
6,01시 4구간,98.02
7,02시 1구간,93.85
8,02시 2구간,93.85
9,02시 3구간,93.85
10,02시 4구간,93.85
11,03시 1구간,93.97
12,03시 2구간,93.97
13,03시 3구간,93.97
14,03시 4구간,93.97
15,04시 1구간,93.11
16,04시 2구간,93.11
17,04시 3구간,93.11
18,04시 4구간,93.11
19,05시 1구간,92.89
20,05시 2구간,92.89
21,05시 3구간,92.89
22,05시 4구간,92.89
23,06시 1구간,93.91
24,06시 2구간,93.91
25,06시 3구간,93.91
26,06시 4구간,93.91
27,07시 1구간,95.19
28,07시 2구간,95.19
29,07시 3구간,95.19
30,07시 4구간,95.19
31,08시 1구간,99.15
32,08시 2구간,99.15
33,08시 3구간,99.15
34,08시 4구간,99.15
35,09시 1구간,102.03
36,09시 2구간,102.03
37,09시 3구간,102.03
38,09시 4구간,102.03
39,10시 1구간,122.0
40,10시 2구간,122.0
41,10시 3구간,122.0
42,10시 4구간,122.0
43,11시 1구간,125.28
44,11시 2구간,125.28
45,11시 3구간,125.28
46,11시 4구간,125.28
47,12시 1구간,151.06
48,12시 2구간,151.05
49,12시 3구간,151.13
50,12시 4구간,151.13
51,13시 1구간,150.84
52,13시 2구간,150.84
53,13시 3구간,150.84
54,13시 4구간,150.74
55,14시 1구간,131.08
56,14시 2구간,131.08
57,14시 3구간,131.08
58,14시 4구간,131.08
59,15시 1구간,131.08
60,15시 2구간,131.08
61,15시 3구간,131.08
62,15시 4구간,131.08
63,16시 1구간,131.08
64,16시 2구간,131.08
65,16시 3구간,131.08
66,16시 4구간,131.08
67,17시 1구간,134.1
68,17시 2구간,134.1
69,17시 3구간,134.1
70,17시 4구간,134.1
71,18시 1구간,134.1
72,18시 2구간,134.1
73,18시 3구간,150.81
74,18시 4구간,150.81
75,19시 1구간,151.04
76,19시 2구간,151.04
77,19시 3구간,151.04
78,19시 4구간,151.04
79,20시 1구간,151.17
80,20시 2구간,151.17
81,20시 3구간,151.17
82,20시 4구간,151.17
83,21시 1구간,151.54
84,21시 2구간,151.54
85,21시 3구간,151.54
86,21시 4구간,151.54
87,22시 1구간,151.54
88,22시 2구간,151.54
89,22시 3구간,151.54
90,22시 4구간,153.55
91,23시 1구간,124.1
92,23시 2구간,124.1
93,23시 3구간,124.1
94,23시 4구간,124.1
95,24시 1구간,109.87
96,24시 2구간,109.87
97,24시 3구간,109.87
98,24시 4구간,109.87
