,시간,11-08 (금)
0,최대,149.56
1,최소,89.57
2,가중평균,119.36
3,01시 1구간,110.09
4,01시 2구간,110.09
5,01시 3구간,110.09
6,01시 4구간,110.09
7,02시 1구간,89.57
8,02시 2구간,89.57
9,02시 3구간,89.57
10,02시 4구간,89.57
11,03시 1구간,89.57
12,03시 2구간,89.57
13,03시 3구간,89.57
14,03시 4구간,89.57
15,04시 1구간,89.57
16,04시 2구간,89.57
17,04시 3구간,89.57
18,04시 4구간,89.57
19,05시 1구간,89.57
20,05시 2구간,89.57
21,05시 3구간,89.57
22,05시 4구간,89.57
23,06시 1구간,102.17
24,06시 2구간,102.17
25,06시 3구간,102.17
26,06시 4구간,102.17
27,07시 1구간,111.71
28,07시 2구간,111.71
29,07시 3구간,111.71
30,07시 4구간,111.71
31,08시 1구간,114.22
32,08시 2구간,114.22
33,08시 3구간,114.22
34,08시 4구간,114.22
35,09시 1구간,117.51
36,09시 2구간,117.51
37,09시 3구간,117.51
38,09시 4구간,117.51
39,10시 1구간,131.58
40,10시 2구간,131.58
41,10시 3구간,131.58
42,10시 4구간,131.58
43,11시 1구간,137.88
44,11시 2구간,137.88
45,11시 3구간,137.88
46,11시 4구간,137.88
47,12시 1구간,132.64
48,12시 2구간,132.64
49,12시 3구간,132.64
50,12시 4구간,132.64
51,13시 1구간,132.64
52,13시 2구간,132.64
53,13시 3구간,132.64
54,13시 4구간,132.64
55,14시 1구간,137.9
56,14시 2구간,137.9
57,14시 3구간,137.9
58,14시 4구간,137.9
59,15시 1구간,148.44
60,15시 2구간,148.44
61,15시 3구간,148.44
62,15시 4구간,148.44
63,16시 1구간,149.56
64,16시 2구간,149.56
65,16시 3구간,149.56
66,16시 4구간,149.56
67,17시 1구간,137.92
68,17시 2구간,137.92
69,17시 3구간,137.92
70,17시 4구간,137.92
71,18시 1구간,132.65
72,18시 2구간,132.65
73,18시 3구간,132.65
74,18시 4구간,132.65
75,19시 1구간,117.17
76,19시 2구간,117.17
77,19시 3구간,117.17
78,19시 4구간,117.17
79,20시 1구간,117.17
80,20시 2구간,117.17
81,20시 3구간,117.17
82,20시 4구간,117.17
83,21시 1구간,116.73
84,21시 2구간,116.73
85,21시 3구간,116.73
86,21시 4구간,116.73
87,22시 1구간,107.15
88,22시 2구간,107.15
89,22시 3구간,107.15
90,22시 4구간,107.15
91,23시 1구간,117.44
92,23시 2구간,117.44
93,23시 3구간,117.44
94,23시 4구간,117.44
95,24시 1구간,106.94
96,24시 2구간,106.94
97,24시 3구간,106.94
98,24시 4구간,106.94
