,시간,03-06 (수)
0,최대,172.44
1,최소,0.0
2,가중평균,141.2
3,01시 1구간,107.38
4,01시 2구간,107.38
5,01시 3구간,107.38
6,01시 4구간,107.38
7,02시 1구간,95.03
8,02시 2구간,95.03
9,02시 3구간,95.03
10,02시 4구간,95.03
11,03시 1구간,94.64
12,03시 2구간,94.64
13,03시 3구간,94.64
14,03시 4구간,94.64
15,04시 1구간,94.64
16,04시 2구간,94.64
17,04시 3구간,94.64
18,04시 4구간,94.64
19,05시 1구간,94.36
20,05시 2구간,94.36
21,05시 3구간,94.36
22,05시 4구간,94.36
23,06시 1구간,94.73
24,06시 2구간,94.73
25,06시 3구간,94.73
26,06시 4구간,94.73
27,07시 1구간,108.17
28,07시 2구간,108.17
29,07시 3구간,108.17
30,07시 4구간,108.17
31,08시 1구간,168.75
32,08시 2구간,168.75
33,08시 3구간,168.75
34,08시 4구간,165.77
35,09시 1구간,171.11
36,09시 2구간,171.11
37,09시 3구간,171.11
38,09시 4구간,171.11
39,10시 1구간,172.44
40,10시 2구간,172.44
41,10시 3구간,172.44
42,10시 4구간,172.44
43,11시 1구간,169.45
44,11시 2구간,169.49
45,11시 3구간,169.52
46,11시 4구간,169.55
47,12시 1구간,169.59
48,12시 2구간,166.44
49,12시 3구간,169.93
50,12시 4구간,168.75
51,13시 1구간,170.33
52,13시 2구간,169.12
53,13시 3구간,0.0
54,13시 4구간,162.72
55,14시 1구간,165.33
56,14시 2구간,165.62
57,14시 3구간,164.09
58,14시 4구간,169.27
59,15시 1구간,165.13
60,15시 2구간,0.0
61,15시 3구간,0.0
62,15시 4구간,167.37
63,16시 1구간,0.0
64,16시 2구간,0.0
65,16시 3구간,166.52
66,16시 4구간,167.05
67,17시 1구간,167.05
68,17시 2구간,167.05
69,17시 3구간,167.05
70,17시 4구간,167.05
71,18시 1구간,167.05
72,18시 2구간,167.05
73,18시 3구간,167.05
74,18시 4구간,167.05
75,19시 1구간,167.05
76,19시 2구간,167.05
77,19시 3구간,167.05
78,19시 4구간,167.05
79,20시 1구간,167.05
80,20시 2구간,167.05
81,20시 3구간,167.05
82,20시 4구간,167.05
83,21시 1구간,167.05
84,21시 2구간,167.05
85,21시 3구간,167.05
86,21시 4구간,167.05
87,22시 1구간,167.05
88,22시 2구간,167.05
89,22시 3구간,167.05
90,22시 4구간,167.05
91,23시 1구간,167.05
92,23시 2구간,167.22
93,23시 3구간,167.22
94,23시 4구간,167.22
95,24시 1구간,167.22
96,24시 2구간,167.22
97,24시 3구간,167.22
98,24시 4구간,152.35
