,시간,06-09 (일)
0,최대,158.26
1,최소,81.76
2,가중평균,113.02
3,01시 1구간,98.85
4,01시 2구간,98.85
5,01시 3구간,98.85
6,01시 4구간,98.85
7,02시 1구간,87.57
8,02시 2구간,87.57
9,02시 3구간,87.57
10,02시 4구간,87.57
11,03시 1구간,87.57
12,03시 2구간,87.57
13,03시 3구간,87.57
14,03시 4구간,87.57
15,04시 1구간,81.77
16,04시 2구간,81.77
17,04시 3구간,81.77
18,04시 4구간,81.77
19,05시 1구간,83.03
20,05시 2구간,83.03
21,05시 3구간,83.03
22,05시 4구간,83.03
23,06시 1구간,81.76
24,06시 2구간,81.76
25,06시 3구간,81.76
26,06시 4구간,81.76
27,07시 1구간,81.76
28,07시 2구간,81.76
29,07시 3구간,81.76
30,07시 4구간,81.76
31,08시 1구간,84.81
32,08시 2구간,84.81
33,08시 3구간,84.81
34,08시 4구간,84.81
35,09시 1구간,97.4
36,09시 2구간,97.4
37,09시 3구간,97.4
38,09시 4구간,97.4
39,10시 1구간,104.34
40,10시 2구간,104.34
41,10시 3구간,104.34
42,10시 4구간,104.34
43,11시 1구간,120.74
44,11시 2구간,120.74
45,11시 3구간,120.74
46,11시 4구간,120.74
47,12시 1구간,145.66
48,12시 2구간,145.66
49,12시 3구간,145.66
50,12시 4구간,145.66
51,13시 1구간,120.16
52,13시 2구간,120.16
53,13시 3구간,120.16
54,13시 4구간,120.16
55,14시 1구간,120.16
56,14시 2구간,120.16
57,14시 3구간,120.16
58,14시 4구간,120.16
59,15시 1구간,120.16
60,15시 2구간,120.16
61,15시 3구간,120.16
62,15시 4구간,120.16
63,16시 1구간,116.86
64,16시 2구간,116.86
65,16시 3구간,116.86
66,16시 4구간,116.86
67,17시 1구간,120.16
68,17시 2구간,120.16
69,17시 3구간,120.16
70,17시 4구간,120.16
71,18시 1구간,120.79
72,18시 2구간,120.79
73,18시 3구간,120.79
74,18시 4구간,120.79
75,19시 1구간,120.73
76,19시 2구간,120.73
77,19시 3구간,120.73
78,19시 4구간,120.73
79,20시 1구간,154.42
80,20시 2구간,154.42
81,20시 3구간,154.42
82,20시 4구간,154.42
83,21시 1구간,158.26
84,21시 2구간,154.86
85,21시 3구간,154.86
86,21시 4구간,154.86
87,22시 1구간,153.55
88,22시 2구간,153.55
89,22시 3구간,153.55
90,22시 4구간,135.04
91,23시 1구간,110.95
92,23시 2구간,110.95
93,23시 3구간,110.95
94,23시 4구간,110.95
95,24시 1구간,100.39
96,24시 2구간,100.39
97,24시 3구간,100.39
98,24시 4구간,100.39
