,시간,06-06 (목)
0,최대,148.03
1,최소,109.49
2,가중평균,135.14
3,01시 1구간,148.03
4,01시 2구간,148.03
5,01시 3구간,135.0
6,01시 4구간,135.0
7,02시 1구간,132.58
8,02시 2구간,132.58
9,02시 3구간,132.58
10,02시 4구간,132.58
11,03시 1구간,132.53
12,03시 2구간,132.53
13,03시 3구간,132.53
14,03시 4구간,132.53
15,04시 1구간,112.35
16,04시 2구간,112.35
17,04시 3구간,112.35
18,04시 4구간,112.35
19,05시 1구간,132.52
20,05시 2구간,132.52
21,05시 3구간,132.52
22,05시 4구간,132.52
23,06시 1구간,109.49
24,06시 2구간,109.49
25,06시 3구간,109.49
26,06시 4구간,109.49
27,07시 1구간,110.54
28,07시 2구간,110.54
29,07시 3구간,110.54
30,07시 4구간,110.54
31,08시 1구간,109.49
32,08시 2구간,109.49
33,08시 3구간,109.49
34,08시 4구간,109.49
35,09시 1구간,133.24
36,09시 2구간,133.24
37,09시 3구간,133.24
38,09시 4구간,133.24
39,10시 1구간,134.22
40,10시 2구간,134.22
41,10시 3구간,134.22
42,10시 4구간,134.22
43,11시 1구간,138.87
44,11시 2구간,138.87
45,11시 3구간,138.87
46,11시 4구간,138.87
47,12시 1구간,138.91
48,12시 2구간,138.91
49,12시 3구간,138.91
50,12시 4구간,138.91
51,13시 1구간,138.89
52,13시 2구간,138.89
53,13시 3구간,138.89
54,13시 4구간,138.89
55,14시 1구간,142.79
56,14시 2구간,142.79
57,14시 3구간,142.79
58,14시 4구간,142.79
59,15시 1구간,142.78
60,15시 2구간,142.78
61,15시 3구간,142.78
62,15시 4구간,142.78
63,16시 1구간,139.25
64,16시 2구간,139.25
65,16시 3구간,139.25
66,16시 4구간,139.25
67,17시 1구간,138.44
68,17시 2구간,138.44
69,17시 3구간,138.44
70,17시 4구간,138.44
71,18시 1구간,138.39
72,18시 2구간,138.39
73,18시 3구간,138.39
74,18시 4구간,138.39
75,19시 1구간,146.47
76,19시 2구간,146.47
77,19시 3구간,146.26
78,19시 4구간,146.19
79,20시 1구간,146.6
80,20시 2구간,146.6
81,20시 3구간,146.6
82,20시 4구간,146.69
83,21시 1구간,146.71
84,21시 2구간,146.57
85,21시 3구간,146.47
86,21시 4구간,146.37
87,22시 1구간,146.22
88,22시 2구간,146.14
89,22시 3구간,146.07
90,22시 4구간,138.5
91,23시 1구간,138.25
92,23시 2구간,138.25
93,23시 3구간,146.19
94,23시 4구간,138.25
95,24시 1구간,133.34
96,24시 2구간,133.34
97,24시 3구간,133.34
98,24시 4구간,133.34
