,시간,09-18 (수)
0,최대,165.45
1,최소,106.58
2,가중평균,135.91
3,01시 1구간,107.51
4,01시 2구간,107.51
5,01시 3구간,107.51
6,01시 4구간,107.51
7,02시 1구간,107.27
8,02시 2구간,107.27
9,02시 3구간,107.27
10,02시 4구간,107.27
11,03시 1구간,106.58
12,03시 2구간,106.58
13,03시 3구간,106.58
14,03시 4구간,106.58
15,04시 1구간,106.58
16,04시 2구간,106.58
17,04시 3구간,106.58
18,04시 4구간,106.58
19,05시 1구간,106.58
20,05시 2구간,106.58
21,05시 3구간,106.58
22,05시 4구간,106.58
23,06시 1구간,106.82
24,06시 2구간,106.82
25,06시 3구간,106.82
26,06시 4구간,106.82
27,07시 1구간,107.51
28,07시 2구간,107.51
29,07시 3구간,107.51
30,07시 4구간,107.51
31,08시 1구간,107.51
32,08시 2구간,107.51
33,08시 3구간,107.51
34,08시 4구간,107.51
35,09시 1구간,115.28
36,09시 2구간,115.28
37,09시 3구간,115.28
38,09시 4구간,115.28
39,10시 1구간,137.29
40,10시 2구간,137.29
41,10시 3구간,137.29
42,10시 4구간,137.29
43,11시 1구간,137.95
44,11시 2구간,137.95
45,11시 3구간,137.95
46,11시 4구간,137.95
47,12시 1구간,140.15
48,12시 2구간,140.15
49,12시 3구간,140.15
50,12시 4구간,140.15
51,13시 1구간,140.05
52,13시 2구간,140.05
53,13시 3구간,140.05
54,13시 4구간,140.05
55,14시 1구간,140.05
56,14시 2구간,140.05
57,14시 3구간,140.05
58,14시 4구간,140.05
59,15시 1구간,140.05
60,15시 2구간,140.05
61,15시 3구간,140.05
62,15시 4구간,140.05
63,16시 1구간,147.45
64,16시 2구간,147.45
65,16시 3구간,147.45
66,16시 4구간,147.45
67,17시 1구간,147.45
68,17시 2구간,147.45
69,17시 3구간,147.45
70,17시 4구간,147.45
71,18시 1구간,161.17
72,18시 2구간,161.17
73,18시 3구간,161.17
74,18시 4구간,161.31
75,19시 1구간,161.34
76,19시 2구간,161.31
77,19시 3구간,165.45
78,19시 4구간,165.45
79,20시 1구간,159.99
80,20시 2구간,160.11
81,20시 3구간,160.23
82,20시 4구간,160.2
83,21시 1구간,162.76
84,21시 2구간,162.71
85,21시 3구간,162.65
86,21시 4구간,162.61
87,22시 1구간,162.57
88,22시 2구간,162.56
89,22시 3구간,162.56
90,22시 4구간,162.56
91,23시 1구간,162.9
92,23시 2구간,162.7
93,23시 3구간,162.7
94,23시 4구간,162.9
95,24시 1구간,115.28
96,24시 2구간,115.28
97,24시 3구간,115.28
98,24시 4구간,115.28
