,시간,03-29 (금)
0,최대,170.12
1,최소,-77.94
2,가중평균,105.27
3,01시 1구간,167.98
4,01시 2구간,167.98
5,01시 3구간,167.98
6,01시 4구간,167.91
7,02시 1구간,120.07
8,02시 2구간,120.07
9,02시 3구간,120.07
10,02시 4구간,120.07
11,03시 1구간,120.07
12,03시 2구간,120.07
13,03시 3구간,120.07
14,03시 4구간,120.07
15,04시 1구간,120.07
16,04시 2구간,120.07
17,04시 3구간,120.07
18,04시 4구간,120.07
19,05시 1구간,120.07
20,05시 2구간,120.07
21,05시 3구간,120.07
22,05시 4구간,120.07
23,06시 1구간,120.07
24,06시 2구간,120.07
25,06시 3구간,120.07
26,06시 4구간,120.07
27,07시 1구간,170.12
28,07시 2구간,169.92
29,07시 3구간,169.86
30,07시 4구간,169.71
31,08시 1구간,169.71
32,08시 2구간,169.71
33,08시 3구간,169.71
34,08시 4구간,169.71
35,09시 1구간,166.64
36,09시 2구간,0.0
37,09시 3구간,156.38
38,09시 4구간,156.38
39,10시 1구간,0.0
40,10시 2구간,-77.94
41,10시 3구간,-77.94
42,10시 4구간,-77.94
43,11시 1구간,-19.0
44,11시 2구간,-19.0
45,11시 3구간,-19.0
46,11시 4구간,-77.94
47,12시 1구간,-77.94
48,12시 2구간,-77.94
49,12시 3구간,-77.94
50,12시 4구간,-77.94
51,13시 1구간,-77.94
52,13시 2구간,-77.94
53,13시 3구간,-77.94
54,13시 4구간,-77.94
55,14시 1구간,-77.94
56,14시 2구간,-77.94
57,14시 3구간,-77.94
58,14시 4구간,-77.94
59,15시 1구간,-0.07
60,15시 2구간,0.0
61,15시 3구간,119.96
62,15시 4구간,119.96
63,16시 1구간,130.67
64,16시 2구간,130.67
65,16시 3구간,130.67
66,16시 4구간,130.67
67,17시 1구간,153.27
68,17시 2구간,153.27
69,17시 3구간,153.27
70,17시 4구간,0.0
71,18시 1구간,164.42
72,18시 2구간,165.35
73,18시 3구간,165.35
74,18시 4구간,164.95
75,19시 1구간,166.27
76,19시 2구간,166.28
77,19시 3구간,166.35
78,19시 4구간,166.21
79,20시 1구간,165.3
80,20시 2구간,165.3
81,20시 3구간,165.3
82,20시 4구간,165.46
83,21시 1구간,165.55
84,21시 2구간,165.58
85,21시 3구간,165.67
86,21시 4구간,165.66
87,22시 1구간,165.74
88,22시 2구간,165.05
89,22시 3구간,165.78
90,22시 4구간,165.81
91,23시 1구간,166.35
92,23시 2구간,165.6
93,23시 3구간,165.6
94,23시 4구간,165.6
95,24시 1구간,164.94
96,24시 2구간,164.94
97,24시 3구간,164.94
98,24시 4구간,164.94
