,시간,11-20 (수)
0,최대,159.13
1,최소,82.85
2,가중평균,119.45
3,01시 1구간,106.74
4,01시 2구간,106.74
5,01시 3구간,106.74
6,01시 4구간,106.74
7,02시 1구간,83.22
8,02시 2구간,83.22
9,02시 3구간,83.22
10,02시 4구간,83.22
11,03시 1구간,82.85
12,03시 2구간,82.85
13,03시 3구간,82.85
14,03시 4구간,82.85
15,04시 1구간,82.96
16,04시 2구간,82.96
17,04시 3구간,82.96
18,04시 4구간,82.96
19,05시 1구간,82.99
20,05시 2구간,82.99
21,05시 3구간,82.99
22,05시 4구간,82.99
23,06시 1구간,106.21
24,06시 2구간,106.21
25,06시 3구간,106.21
26,06시 4구간,106.21
27,07시 1구간,117.98
28,07시 2구간,117.98
29,07시 3구간,117.98
30,07시 4구간,117.98
31,08시 1구간,117.98
32,08시 2구간,117.98
33,08시 3구간,117.98
34,08시 4구간,117.98
35,09시 1구간,141.65
36,09시 2구간,141.65
37,09시 3구간,141.65
38,09시 4구간,141.65
39,10시 1구간,159.13
40,10시 2구간,159.13
41,10시 3구간,159.13
42,10시 4구간,159.13
43,11시 1구간,141.65
44,11시 2구간,141.65
45,11시 3구간,141.65
46,11시 4구간,141.65
47,12시 1구간,131.98
48,12시 2구간,131.98
49,12시 3구간,131.98
50,12시 4구간,131.98
51,13시 1구간,131.79
52,13시 2구간,131.79
53,13시 3구간,131.79
54,13시 4구간,131.79
55,14시 1구간,131.55
56,14시 2구간,131.55
57,14시 3구간,131.55
58,14시 4구간,131.55
59,15시 1구간,137.63
60,15시 2구간,137.63
61,15시 3구간,137.63
62,15시 4구간,137.63
63,16시 1구간,131.51
64,16시 2구간,131.51
65,16시 3구간,131.51
66,16시 4구간,131.51
67,17시 1구간,137.64
68,17시 2구간,137.64
69,17시 3구간,137.64
70,17시 4구간,137.64
71,18시 1구간,135.7
72,18시 2구간,135.7
73,18시 3구간,135.7
74,18시 4구간,135.7
75,19시 1구간,135.7
76,19시 2구간,135.7
77,19시 3구간,135.7
78,19시 4구간,135.7
79,20시 1구간,108.72
80,20시 2구간,108.72
81,20시 3구간,108.72
82,20시 4구간,108.72
83,21시 1구간,106.69
84,21시 2구간,106.69
85,21시 3구간,106.69
86,21시 4구간,106.69
87,22시 1구간,104.48
88,22시 2구간,104.48
89,22시 3구간,104.48
90,22시 4구간,104.48
91,23시 1구간,103.5
92,23시 2구간,103.5
93,23시 3구간,103.5
94,23시 4구간,103.5
95,24시 1구간,103.5
96,24시 2구간,103.5
97,24시 3구간,103.5
98,24시 4구간,103.5
