,시간,04-03 (수)
0,최대,163.37
1,최소,110.63
2,가중평균,146.47
3,01시 1구간,110.63
4,01시 2구간,110.63
5,01시 3구간,110.63
6,01시 4구간,110.63
7,02시 1구간,153.66
8,02시 2구간,153.67
9,02시 3구간,152.59
10,02시 4구간,146.19
11,03시 1구간,112.36
12,03시 2구간,112.36
13,03시 3구간,112.36
14,03시 4구간,112.36
15,04시 1구간,112.47
16,04시 2구간,112.47
17,04시 3구간,112.47
18,04시 4구간,112.47
19,05시 1구간,112.47
20,05시 2구간,112.47
21,05시 3구간,112.47
22,05시 4구간,112.47
23,06시 1구간,112.47
24,06시 2구간,112.47
25,06시 3구간,112.47
26,06시 4구간,112.47
27,07시 1구간,115.06
28,07시 2구간,115.06
29,07시 3구간,115.06
30,07시 4구간,115.06
31,08시 1구간,155.95
32,08시 2구간,155.95
33,08시 3구간,144.73
34,08시 4구간,154.12
35,09시 1구간,155.6
36,09시 2구간,155.6
37,09시 3구간,155.6
38,09시 4구간,155.57
39,10시 1구간,162.45
40,10시 2구간,162.45
41,10시 3구간,162.45
42,10시 4구간,162.45
43,11시 1구간,157.68
44,11시 2구간,163.37
45,11시 3구간,156.22
46,11시 4구간,157.64
47,12시 1구간,154.74
48,12시 2구간,154.74
49,12시 3구간,154.74
50,12시 4구간,154.51
51,13시 1구간,154.09
52,13시 2구간,154.09
53,13시 3구간,154.09
54,13시 4구간,154.13
55,14시 1구간,154.13
56,14시 2구간,154.13
57,14시 3구간,154.13
58,14시 4구간,154.19
59,15시 1구간,154.62
60,15시 2구간,154.62
61,15시 3구간,154.62
62,15시 4구간,154.63
63,16시 1구간,158.57
64,16시 2구간,158.57
65,16시 3구간,158.57
66,16시 4구간,158.57
67,17시 1구간,154.98
68,17시 2구간,154.98
69,17시 3구간,154.98
70,17시 4구간,154.98
71,18시 1구간,155.25
72,18시 2구간,155.25
73,18시 3구간,155.25
74,18시 4구간,155.14
75,19시 1구간,155.57
76,19시 2구간,155.57
77,19시 3구간,155.57
78,19시 4구간,155.71
79,20시 1구간,155.87
80,20시 2구간,155.87
81,20시 3구간,155.88
82,20시 4구간,155.88
83,21시 1구간,155.89
84,21시 2구간,155.93
85,21시 3구간,156.01
86,21시 4구간,156.86
87,22시 1구간,157.03
88,22시 2구간,156.35
89,22시 3구간,156.35
90,22시 4구간,156.37
91,23시 1구간,156.83
92,23시 2구간,155.89
93,23시 3구간,155.89
94,23시 4구간,155.89
95,24시 1구간,155.89
96,24시 2구간,155.89
97,24시 3구간,155.89
98,24시 4구간,154.53
