,시간,03-15 (금)
0,최대,169.51
1,최소,-77.94
2,가중평균,139.18
3,01시 1구간,167.49
4,01시 2구간,167.49
5,01시 3구간,167.49
6,01시 4구간,145.83
7,02시 1구간,155.32
8,02시 2구간,155.32
9,02시 3구간,155.32
10,02시 4구간,155.32
11,03시 1구간,155.32
12,03시 2구간,155.32
13,03시 3구간,155.32
14,03시 4구간,155.18
15,04시 1구간,155.18
16,04시 2구간,155.18
17,04시 3구간,155.18
18,04시 4구간,155.18
19,05시 1구간,155.18
20,05시 2구간,155.18
21,05시 3구간,155.18
22,05시 4구간,155.32
23,06시 1구간,163.86
24,06시 2구간,163.89
25,06시 3구간,163.92
26,06시 4구간,163.95
27,07시 1구간,163.98
28,07시 2구간,164.46
29,07시 3구간,164.46
30,07시 4구간,164.59
31,08시 1구간,164.59
32,08시 2구간,164.59
33,08시 3구간,154.91
34,08시 4구간,154.91
35,09시 1구간,166.41
36,09시 2구간,166.44
37,09시 3구간,166.45
38,09시 4구간,166.51
39,10시 1구간,164.43
40,10시 2구간,164.43
41,10시 3구간,-77.94
42,10시 4구간,-77.94
43,11시 1구간,-19.0
44,11시 2구간,-19.0
45,11시 3구간,-77.94
46,11시 4구간,-77.94
47,12시 1구간,148.62
48,12시 2구간,148.62
49,12시 3구간,148.62
50,12시 4구간,148.62
51,13시 1구간,99.07
52,13시 2구간,99.07
53,13시 3구간,99.07
54,13시 4구간,99.07
55,14시 1구간,97.01
56,14시 2구간,97.01
57,14시 3구간,97.01
58,14시 4구간,97.01
59,15시 1구간,100.77
60,15시 2구간,100.77
61,15시 3구간,100.77
62,15시 4구간,100.77
63,16시 1구간,131.45
64,16시 2구간,0.0
65,16시 3구간,131.45
66,16시 4구간,131.45
67,17시 1구간,117.73
68,17시 2구간,117.73
69,17시 3구간,117.73
70,17시 4구간,117.73
71,18시 1구간,121.04
72,18시 2구간,121.04
73,18시 3구간,121.04
74,18시 4구간,121.04
75,19시 1구간,168.41
76,19시 2구간,168.41
77,19시 3구간,168.4
78,19시 4구간,168.41
79,20시 1구간,168.41
80,20시 2구간,168.41
81,20시 3구간,168.41
82,20시 4구간,168.41
83,21시 1구간,168.41
84,21시 2구간,168.41
85,21시 3구간,168.41
86,21시 4구간,168.41
87,22시 1구간,168.41
88,22시 2구간,168.41
89,22시 3구간,168.41
90,22시 4구간,168.41
91,23시 1구간,168.41
92,23시 2구간,168.41
93,23시 3구간,168.41
94,23시 4구간,169.31
95,24시 1구간,169.51
96,24시 2구간,169.51
97,24시 3구간,169.51
98,24시 4구간,165.41
