,시간,03-01 (금)
0,최대,176.82
1,최소,-73.88
2,가중평균,101.09
3,01시 1구간,170.95
4,01시 2구간,170.42
5,01시 3구간,107.39
6,01시 4구간,107.39
7,02시 1구간,95.3
8,02시 2구간,95.3
9,02시 3구간,95.3
10,02시 4구간,95.3
11,03시 1구간,87.89
12,03시 2구간,87.89
13,03시 3구간,87.89
14,03시 4구간,87.89
15,04시 1구간,86.5
16,04시 2구간,86.5
17,04시 3구간,86.5
18,04시 4구간,86.5
19,05시 1구간,88.78
20,05시 2구간,88.78
21,05시 3구간,88.78
22,05시 4구간,88.78
23,06시 1구간,100.21
24,06시 2구간,100.21
25,06시 3구간,100.21
26,06시 4구간,100.21
27,07시 1구간,111.4
28,07시 2구간,111.4
29,07시 3구간,111.4
30,07시 4구간,111.4
31,08시 1구간,111.4
32,08시 2구간,111.4
33,08시 3구간,111.4
34,08시 4구간,111.4
35,09시 1구간,111.67
36,09시 2구간,111.67
37,09시 3구간,111.67
38,09시 4구간,111.67
39,10시 1구간,109.57
40,10시 2구간,109.57
41,10시 3구간,109.57
42,10시 4구간,109.57
43,11시 1구간,0.0
44,11시 2구간,-10.0
45,11시 3구간,-50.0
46,11시 4구간,-73.88
47,12시 1구간,-73.88
48,12시 2구간,-73.88
49,12시 3구간,-50.0
50,12시 4구간,-73.88
51,13시 1구간,-10.0
52,13시 2구간,-10.0
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,95.91
56,14시 2구간,95.91
57,14시 3구간,95.91
58,14시 4구간,95.91
59,15시 1구간,95.91
60,15시 2구간,95.91
61,15시 3구간,95.91
62,15시 4구간,95.91
63,16시 1구간,98.25
64,16시 2구간,98.25
65,16시 3구간,98.25
66,16시 4구간,98.25
67,17시 1구간,100.21
68,17시 2구간,100.21
69,17시 3구간,100.21
70,17시 4구간,100.21
71,18시 1구간,128.34
72,18시 2구간,128.34
73,18시 3구간,128.34
74,18시 4구간,128.34
75,19시 1구간,109.57
76,19시 2구간,109.57
77,19시 3구간,109.57
78,19시 4구간,174.45
79,20시 1구간,109.83
80,20시 2구간,109.83
81,20시 3구간,109.83
82,20시 4구간,109.83
83,21시 1구간,176.75
84,21시 2구간,175.93
85,21시 3구간,175.43
86,21시 4구간,174.59
87,22시 1구간,176.33
88,22시 2구간,176.29
89,22시 3구간,173.78
90,22시 4구간,110.35
91,23시 1구간,174.7
92,23시 2구간,112.19
93,23시 3구간,112.19
94,23시 4구간,173.94
95,24시 1구간,176.82
96,24시 2구간,175.1
97,24시 3구간,175.48
98,24시 4구간,112.19
