,시간,09-17 (화)
0,최대,164.11
1,최소,99.89
2,가중평균,123.64
3,01시 1구간,106.76
4,01시 2구간,106.76
5,01시 3구간,106.76
6,01시 4구간,106.76
7,02시 1구간,104.79
8,02시 2구간,104.79
9,02시 3구간,104.79
10,02시 4구간,104.79
11,03시 1구간,99.89
12,03시 2구간,99.89
13,03시 3구간,99.89
14,03시 4구간,99.89
15,04시 1구간,99.89
16,04시 2구간,99.89
17,04시 3구간,99.89
18,04시 4구간,99.89
19,05시 1구간,99.89
20,05시 2구간,99.89
21,05시 3구간,99.89
22,05시 4구간,99.89
23,06시 1구간,99.89
24,06시 2구간,99.89
25,06시 3구간,99.89
26,06시 4구간,99.89
27,07시 1구간,105.06
28,07시 2구간,105.06
29,07시 3구간,105.06
30,07시 4구간,105.06
31,08시 1구간,106.11
32,08시 2구간,106.11
33,08시 3구간,106.11
34,08시 4구간,106.11
35,09시 1구간,107.12
36,09시 2구간,107.12
37,09시 3구간,107.12
38,09시 4구간,107.12
39,10시 1구간,107.13
40,10시 2구간,107.13
41,10시 3구간,107.13
42,10시 4구간,107.13
43,11시 1구간,107.96
44,11시 2구간,107.96
45,11시 3구간,107.96
46,11시 4구간,107.96
47,12시 1구간,107.92
48,12시 2구간,107.92
49,12시 3구간,107.92
50,12시 4구간,107.92
51,13시 1구간,107.92
52,13시 2구간,107.92
53,13시 3구간,107.92
54,13시 4구간,107.92
55,14시 1구간,115.7
56,14시 2구간,115.7
57,14시 3구간,115.7
58,14시 4구간,115.7
59,15시 1구간,115.7
60,15시 2구간,115.7
61,15시 3구간,115.7
62,15시 4구간,115.7
63,16시 1구간,137.89
64,16시 2구간,137.89
65,16시 3구간,137.89
66,16시 4구간,137.89
67,17시 1구간,137.87
68,17시 2구간,137.87
69,17시 3구간,137.87
70,17시 4구간,137.87
71,18시 1구간,141.95
72,18시 2구간,141.95
73,18시 3구간,141.95
74,18시 4구간,163.77
75,19시 1구간,163.81
76,19시 2구간,163.93
77,19시 3구간,164.02
78,19시 4구간,164.11
79,20시 1구간,161.75
80,20시 2구간,161.81
81,20시 3구간,161.87
82,20시 4구간,161.91
83,21시 1구간,161.96
84,21시 2구간,161.95
85,21시 3구간,161.94
86,21시 4구간,161.94
87,22시 1구간,161.93
88,22시 2구간,161.95
89,22시 3구간,161.97
90,22시 4구간,161.99
91,23시 1구간,162.55
92,23시 2구간,162.55
93,23시 3구간,162.31
94,23시 4구간,133.0
95,24시 1구간,107.96
96,24시 2구간,107.96
97,24시 3구간,107.96
98,24시 4구간,107.96
