,시간,08-21 (수)
0,최대,188.3
1,최소,128.99
2,가중평균,159.44
3,01시 1구간,144.0
4,01시 2구간,144.0
5,01시 3구간,144.0
6,01시 4구간,144.0
7,02시 1구간,138.11
8,02시 2구간,138.11
9,02시 3구간,138.11
10,02시 4구간,138.11
11,03시 1구간,136.03
12,03시 2구간,136.03
13,03시 3구간,136.03
14,03시 4구간,136.03
15,04시 1구간,128.99
16,04시 2구간,128.99
17,04시 3구간,128.99
18,04시 4구간,128.99
19,05시 1구간,134.66
20,05시 2구간,134.66
21,05시 3구간,134.66
22,05시 4구간,134.66
23,06시 1구간,138.51
24,06시 2구간,138.51
25,06시 3구간,138.51
26,06시 4구간,138.51
27,07시 1구간,140.1
28,07시 2구간,140.1
29,07시 3구간,140.1
30,07시 4구간,140.1
31,08시 1구간,141.84
32,08시 2구간,141.84
33,08시 3구간,141.84
34,08시 4구간,141.84
35,09시 1구간,146.38
36,09시 2구간,146.38
37,09시 3구간,146.38
38,09시 4구간,146.38
39,10시 1구간,157.19
40,10시 2구간,157.19
41,10시 3구간,157.19
42,10시 4구간,157.19
43,11시 1구간,183.62
44,11시 2구간,183.62
45,11시 3구간,183.62
46,11시 4구간,183.62
47,12시 1구간,188.3
48,12시 2구간,188.3
49,12시 3구간,188.3
50,12시 4구간,188.3
51,13시 1구간,179.93
52,13시 2구간,179.93
53,13시 3구간,179.93
54,13시 4구간,179.93
55,14시 1구간,186.58
56,14시 2구간,186.58
57,14시 3구간,186.58
58,14시 4구간,186.58
59,15시 1구간,183.61
60,15시 2구간,183.61
61,15시 3구간,183.61
62,15시 4구간,183.61
63,16시 1구간,178.51
64,16시 2구간,178.51
65,16시 3구간,178.51
66,16시 4구간,178.51
67,17시 1구간,158.31
68,17시 2구간,158.31
69,17시 3구간,158.31
70,17시 4구간,158.31
71,18시 1구간,158.59
72,18시 2구간,158.59
73,18시 3구간,158.59
74,18시 4구간,158.59
75,19시 1구간,158.59
76,19시 2구간,158.59
77,19시 3구간,158.59
78,19시 4구간,158.59
79,20시 1구간,158.86
80,20시 2구간,158.86
81,20시 3구간,158.86
82,20시 4구간,158.86
83,21시 1구간,159.14
84,21시 2구간,159.14
85,21시 3구간,159.14
86,21시 4구간,159.14
87,22시 1구간,156.17
88,22시 2구간,156.17
89,22시 3구간,155.79
90,22시 4구간,155.79
91,23시 1구간,155.79
92,23시 2구간,155.79
93,23시 3구간,155.79
94,23시 4구간,155.79
95,24시 1구간,156.14
96,24시 2구간,155.87
97,24시 3구간,155.87
98,24시 4구간,141.67
