,시간,03-18 (월)
0,최대,167.63
1,최소,-77.94
2,가중평균,115.88
3,01시 1구간,0.0
4,01시 2구간,0.0
5,01시 3구간,0.0
6,01시 4구간,0.0
7,02시 1구간,0.0
8,02시 2구간,0.0
9,02시 3구간,0.0
10,02시 4구간,0.0
11,03시 1구간,86.3
12,03시 2구간,86.3
13,03시 3구간,86.3
14,03시 4구간,86.3
15,04시 1구간,86.3
16,04시 2구간,86.3
17,04시 3구간,86.3
18,04시 4구간,86.3
19,05시 1구간,86.3
20,05시 2구간,86.3
21,05시 3구간,86.3
22,05시 4구간,86.3
23,06시 1구간,94.53
24,06시 2구간,94.53
25,06시 3구간,94.53
26,06시 4구간,94.53
27,07시 1구간,109.22
28,07시 2구간,109.22
29,07시 3구간,109.22
30,07시 4구간,109.22
31,08시 1구간,138.16
32,08시 2구간,136.2
33,08시 3구간,133.74
34,08시 4구간,133.27
35,09시 1구간,163.36
36,09시 2구간,163.36
37,09시 3구간,164.52
38,09시 4구간,163.36
39,10시 1구간,137.93
40,10시 2구간,0.0
41,10시 3구간,-19.0
42,10시 4구간,-77.94
43,11시 1구간,-77.94
44,11시 2구간,-19.0
45,11시 3구간,0.0
46,11시 4구간,-19.0
47,12시 1구간,154.46
48,12시 2구간,154.46
49,12시 3구간,154.46
50,12시 4구간,154.46
51,13시 1구간,146.17
52,13시 2구간,146.17
53,13시 3구간,146.17
54,13시 4구간,146.17
55,14시 1구간,154.43
56,14시 2구간,154.43
57,14시 3구간,154.43
58,14시 4구간,154.43
59,15시 1구간,133.37
60,15시 2구간,146.17
61,15시 3구간,146.17
62,15시 4구간,0.0
63,16시 1구간,-77.94
64,16시 2구간,0.0
65,16시 3구간,164.97
66,16시 4구간,164.15
67,17시 1구간,166.29
68,17시 2구간,166.29
69,17시 3구간,165.64
70,17시 4구간,166.29
71,18시 1구간,167.63
72,18시 2구간,167.63
73,18시 3구간,167.63
74,18시 4구간,167.63
75,19시 1구간,167.63
76,19시 2구간,167.63
77,19시 3구간,167.63
78,19시 4구간,167.63
79,20시 1구간,167.63
80,20시 2구간,167.63
81,20시 3구간,167.63
82,20시 4구간,167.63
83,21시 1구간,167.63
84,21시 2구간,167.63
85,21시 3구간,167.63
86,21시 4구간,167.63
87,22시 1구간,167.63
88,22시 2구간,167.63
89,22시 3구간,167.63
90,22시 4구간,167.63
91,23시 1구간,167.63
92,23시 2구간,167.63
93,23시 3구간,167.63
94,23시 4구간,167.63
95,24시 1구간,167.63
96,24시 2구간,167.63
97,24시 3구간,167.63
98,24시 4구간,167.63
