,시간,11-02 (토)
0,최대,148.12
1,최소,87.43
2,가중평균,107.84
3,01시 1구간,104.31
4,01시 2구간,104.31
5,01시 3구간,104.31
6,01시 4구간,104.31
7,02시 1구간,103.05
8,02시 2구간,103.05
9,02시 3구간,103.05
10,02시 4구간,103.05
11,03시 1구간,102.64
12,03시 2구간,102.64
13,03시 3구간,102.64
14,03시 4구간,102.64
15,04시 1구간,87.43
16,04시 2구간,87.43
17,04시 3구간,87.43
18,04시 4구간,87.43
19,05시 1구간,102.83
20,05시 2구간,102.83
21,05시 3구간,102.83
22,05시 4구간,102.83
23,06시 1구간,103.18
24,06시 2구간,103.18
25,06시 3구간,103.18
26,06시 4구간,103.18
27,07시 1구간,103.81
28,07시 2구간,103.81
29,07시 3구간,103.81
30,07시 4구간,103.81
31,08시 1구간,104.3
32,08시 2구간,104.3
33,08시 3구간,104.3
34,08시 4구간,104.3
35,09시 1구간,107.25
36,09시 2구간,107.25
37,09시 3구간,107.25
38,09시 4구간,107.25
39,10시 1구간,107.89
40,10시 2구간,107.89
41,10시 3구간,107.89
42,10시 4구간,107.89
43,11시 1구간,116.19
44,11시 2구간,116.19
45,11시 3구간,116.19
46,11시 4구간,116.19
47,12시 1구간,148.12
48,12시 2구간,148.12
49,12시 3구간,148.12
50,12시 4구간,148.12
51,13시 1구간,107.6
52,13시 2구간,107.6
53,13시 3구간,107.6
54,13시 4구간,107.6
55,14시 1구간,107.6
56,14시 2구간,107.6
57,14시 3구간,107.6
58,14시 4구간,107.6
59,15시 1구간,107.52
60,15시 2구간,107.52
61,15시 3구간,107.52
62,15시 4구간,107.52
63,16시 1구간,107.68
64,16시 2구간,107.68
65,16시 3구간,107.68
66,16시 4구간,107.68
67,17시 1구간,107.3
68,17시 2구간,107.3
69,17시 3구간,107.3
70,17시 4구간,107.3
71,18시 1구간,107.95
72,18시 2구간,107.95
73,18시 3구간,107.95
74,18시 4구간,107.95
75,19시 1구간,108.08
76,19시 2구간,108.08
77,19시 3구간,108.08
78,19시 4구간,108.08
79,20시 1구간,108.14
80,20시 2구간,108.14
81,20시 3구간,108.14
82,20시 4구간,108.14
83,21시 1구간,108.2
84,21시 2구간,108.2
85,21시 3구간,108.2
86,21시 4구간,108.2
87,22시 1구간,106.76
88,22시 2구간,106.76
89,22시 3구간,106.76
90,22시 4구간,106.76
91,23시 1구간,106.85
92,23시 2구간,106.85
93,23시 3구간,106.85
94,23시 4구간,106.85
95,24시 1구간,104.76
96,24시 2구간,104.76
97,24시 3구간,104.76
98,24시 4구간,104.76
