,시간,06-30 (일)
0,최대,151.76
1,최소,-2.0
2,가중평균,121.96
3,01시 1구간,-2.0
4,01시 2구간,110.78
5,01시 3구간,110.78
6,01시 4구간,110.78
7,02시 1구간,95.84
8,02시 2구간,95.84
9,02시 3구간,95.84
10,02시 4구간,95.84
11,03시 1구간,92.28
12,03시 2구간,92.28
13,03시 3구간,92.28
14,03시 4구간,92.28
15,04시 1구간,92.28
16,04시 2구간,92.28
17,04시 3구간,92.28
18,04시 4구간,92.28
19,05시 1구간,91.12
20,05시 2구간,91.12
21,05시 3구간,91.12
22,05시 4구간,91.12
23,06시 1구간,86.83
24,06시 2구간,86.83
25,06시 3구간,86.83
26,06시 4구간,86.83
27,07시 1구간,92.28
28,07시 2구간,92.28
29,07시 3구간,92.28
30,07시 4구간,92.28
31,08시 1구간,-0.29
32,08시 2구간,-0.29
33,08시 3구간,95.82
34,08시 4구간,95.82
35,09시 1구간,124.55
36,09시 2구간,124.55
37,09시 3구간,124.55
38,09시 4구간,124.55
39,10시 1구간,131.27
40,10시 2구간,131.27
41,10시 3구간,131.27
42,10시 4구간,131.27
43,11시 1구간,132.05
44,11시 2구간,132.05
45,11시 3구간,132.05
46,11시 4구간,132.05
47,12시 1구간,137.12
48,12시 2구간,137.12
49,12시 3구간,137.12
50,12시 4구간,137.12
51,13시 1구간,132.12
52,13시 2구간,132.12
53,13시 3구간,132.12
54,13시 4구간,132.12
55,14시 1구간,132.1
56,14시 2구간,132.1
57,14시 3구간,132.1
58,14시 4구간,132.1
59,15시 1구간,138.81
60,15시 2구간,138.81
61,15시 3구간,138.81
62,15시 4구간,138.81
63,16시 1구간,132.04
64,16시 2구간,132.04
65,16시 3구간,132.04
66,16시 4구간,132.04
67,17시 1구간,132.06
68,17시 2구간,132.06
69,17시 3구간,132.06
70,17시 4구간,132.06
71,18시 1구간,139.42
72,18시 2구간,139.42
73,18시 3구간,139.42
74,18시 4구간,139.42
75,19시 1구간,139.42
76,19시 2구간,139.42
77,19시 3구간,139.42
78,19시 4구간,148.97
79,20시 1구간,148.97
80,20시 2구간,148.97
81,20시 3구간,148.97
82,20시 4구간,148.97
83,21시 1구간,151.76
84,21시 2구간,151.76
85,21시 3구간,151.76
86,21시 4구간,151.76
87,22시 1구간,149.08
88,22시 2구간,149.08
89,22시 3구간,149.08
90,22시 4구간,149.08
91,23시 1구간,149.08
92,23시 2구간,149.08
93,23시 3구간,149.08
94,23시 4구간,130.37
95,24시 1구간,110.94
96,24시 2구간,110.94
97,24시 3구간,110.94
98,24시 4구간,110.94
