,시간,10-20 (일)
0,최대,125.14
1,최소,-59.06
2,가중평균,90.94
3,01시 1구간,92.73
4,01시 2구간,92.73
5,01시 3구간,92.73
6,01시 4구간,92.73
7,02시 1구간,92.73
8,02시 2구간,92.73
9,02시 3구간,92.73
10,02시 4구간,92.73
11,03시 1구간,92.07
12,03시 2구간,92.07
13,03시 3구간,92.07
14,03시 4구간,92.07
15,04시 1구간,77.76
16,04시 2구간,77.76
17,04시 3구간,77.76
18,04시 4구간,77.76
19,05시 1구간,79.4
20,05시 2구간,79.4
21,05시 3구간,79.4
22,05시 4구간,79.4
23,06시 1구간,92.21
24,06시 2구간,92.21
25,06시 3구간,92.21
26,06시 4구간,92.21
27,07시 1구간,92.73
28,07시 2구간,92.73
29,07시 3구간,92.73
30,07시 4구간,92.73
31,08시 1구간,92.66
32,08시 2구간,92.66
33,08시 3구간,92.66
34,08시 4구간,92.66
35,09시 1구간,92.73
36,09시 2구간,92.73
37,09시 3구간,92.73
38,09시 4구간,92.73
39,10시 1구간,92.73
40,10시 2구간,92.73
41,10시 3구간,92.73
42,10시 4구간,92.73
43,11시 1구간,125.14
44,11시 2구간,92.73
45,11시 3구간,125.1
46,11시 4구간,92.73
47,12시 1구간,92.52
48,12시 2구간,92.52
49,12시 3구간,92.52
50,12시 4구간,92.52
51,13시 1구간,87.04
52,13시 2구간,-48.0
53,13시 3구간,-59.06
54,13시 4구간,-48.0
55,14시 1구간,-48.0
56,14시 2구간,0.0
57,14시 3구간,92.66
58,14시 4구간,92.66
59,15시 1구간,101.22
60,15시 2구간,101.22
61,15시 3구간,101.22
62,15시 4구간,101.22
63,16시 1구간,101.34
64,16시 2구간,101.34
65,16시 3구간,101.34
66,16시 4구간,101.34
67,17시 1구간,109.09
68,17시 2구간,109.09
69,17시 3구간,109.09
70,17시 4구간,109.09
71,18시 1구간,108.58
72,18시 2구간,108.58
73,18시 3구간,108.58
74,18시 4구간,108.58
75,19시 1구간,109.15
76,19시 2구간,109.15
77,19시 3구간,109.15
78,19시 4구간,109.15
79,20시 1구간,109.15
80,20시 2구간,109.15
81,20시 3구간,109.15
82,20시 4구간,109.15
83,21시 1구간,101.7
84,21시 2구간,101.7
85,21시 3구간,101.7
86,21시 4구간,101.7
87,22시 1구간,101.75
88,22시 2구간,101.75
89,22시 3구간,101.75
90,22시 4구간,101.75
91,23시 1구간,100.72
92,23시 2구간,100.72
93,23시 3구간,100.72
94,23시 4구간,100.72
95,24시 1구간,100.72
96,24시 2구간,100.72
97,24시 3구간,100.72
98,24시 4구간,100.72
