,시간,04-20 (토)
0,최대,250.84
1,최소,93.46
2,가중평균,141.73
3,01시 1구간,120.95
4,01시 2구간,120.95
5,01시 3구간,120.95
6,01시 4구간,120.95
7,02시 1구간,93.46
8,02시 2구간,93.46
9,02시 3구간,93.46
10,02시 4구간,93.46
11,03시 1구간,130.68
12,03시 2구간,130.68
13,03시 3구간,130.68
14,03시 4구간,130.68
15,04시 1구간,130.68
16,04시 2구간,130.68
17,04시 3구간,130.68
18,04시 4구간,130.68
19,05시 1구간,130.92
20,05시 2구간,130.92
21,05시 3구간,130.92
22,05시 4구간,130.92
23,06시 1구간,130.92
24,06시 2구간,130.92
25,06시 3구간,130.92
26,06시 4구간,130.92
27,07시 1구간,130.92
28,07시 2구간,130.92
29,07시 3구간,130.92
30,07시 4구간,130.92
31,08시 1구간,250.84
32,08시 2구간,250.84
33,08시 3구간,130.92
34,08시 4구간,130.92
35,09시 1구간,130.92
36,09시 2구간,130.92
37,09시 3구간,130.92
38,09시 4구간,130.92
39,10시 1구간,130.92
40,10시 2구간,130.92
41,10시 3구간,130.92
42,10시 4구간,130.92
43,11시 1구간,131.11
44,11시 2구간,131.11
45,11시 3구간,131.11
46,11시 4구간,131.11
47,12시 1구간,130.92
48,12시 2구간,130.92
49,12시 3구간,130.92
50,12시 4구간,130.92
51,13시 1구간,130.92
52,13시 2구간,130.92
53,13시 3구간,130.92
54,13시 4구간,130.92
55,14시 1구간,130.92
56,14시 2구간,130.92
57,14시 3구간,130.92
58,14시 4구간,130.92
59,15시 1구간,160.27
60,15시 2구간,160.27
61,15시 3구간,160.27
62,15시 4구간,160.27
63,16시 1구간,159.93
64,16시 2구간,159.93
65,16시 3구간,159.93
66,16시 4구간,159.93
67,17시 1구간,158.39
68,17시 2구간,158.39
69,17시 3구간,158.39
70,17시 4구간,158.39
71,18시 1구간,156.68
72,18시 2구간,156.68
73,18시 3구간,156.68
74,18시 4구간,156.68
75,19시 1구간,157.89
76,19시 2구간,157.89
77,19시 3구간,157.89
78,19시 4구간,157.89
79,20시 1구간,162.18
80,20시 2구간,162.18
81,20시 3구간,162.18
82,20시 4구간,162.18
83,21시 1구간,159.01
84,21시 2구간,159.01
85,21시 3구간,159.01
86,21시 4구간,159.01
87,22시 1구간,159.01
88,22시 2구간,159.01
89,22시 3구간,159.01
90,22시 4구간,159.01
91,23시 1구간,159.01
92,23시 2구간,159.01
93,23시 3구간,159.01
94,23시 4구간,146.82
95,24시 1구간,119.26
96,24시 2구간,119.26
97,24시 3구간,119.26
98,24시 4구간,119.26
