,시간,05-23 (목)
0,최대,155.13
1,최소,-79.06
2,가중평균,123.67
3,01시 1구간,114.62
4,01시 2구간,114.62
5,01시 3구간,114.62
6,01시 4구간,114.62
7,02시 1구간,110.53
8,02시 2구간,110.53
9,02시 3구간,110.53
10,02시 4구간,110.53
11,03시 1구간,101.88
12,03시 2구간,101.88
13,03시 3구간,101.88
14,03시 4구간,101.88
15,04시 1구간,94.98
16,04시 2구간,94.98
17,04시 3구간,94.98
18,04시 4구간,94.98
19,05시 1구간,94.98
20,05시 2구간,94.98
21,05시 3구간,94.98
22,05시 4구간,94.98
23,06시 1구간,101.64
24,06시 2구간,101.64
25,06시 3구간,101.64
26,06시 4구간,101.64
27,07시 1구간,101.73
28,07시 2구간,101.73
29,07시 3구간,101.73
30,07시 4구간,101.73
31,08시 1구간,114.43
32,08시 2구간,114.43
33,08시 3구간,114.43
34,08시 4구간,114.43
35,09시 1구간,113.38
36,09시 2구간,113.38
37,09시 3구간,113.38
38,09시 4구간,113.38
39,10시 1구간,137.55
40,10시 2구간,137.55
41,10시 3구간,137.55
42,10시 4구간,137.55
43,11시 1구간,-79.06
44,11시 2구간,-39.53
45,11시 3구간,0.0
46,11시 4구간,-77.48
47,12시 1구간,137.96
48,12시 2구간,137.96
49,12시 3구간,0.0
50,12시 4구간,137.96
51,13시 1구간,133.18
52,13시 2구간,133.18
53,13시 3구간,133.18
54,13시 4구간,133.18
55,14시 1구간,137.62
56,14시 2구간,137.62
57,14시 3구간,137.62
58,14시 4구간,137.62
59,15시 1구간,139.87
60,15시 2구간,139.87
61,15시 3구간,139.87
62,15시 4구간,139.87
63,16시 1구간,138.35
64,16시 2구간,138.35
65,16시 3구간,138.35
66,16시 4구간,138.35
67,17시 1구간,153.41
68,17시 2구간,153.41
69,17시 3구간,153.41
70,17시 4구간,153.41
71,18시 1구간,153.49
72,18시 2구간,153.49
73,18시 3구간,153.49
74,18시 4구간,153.49
75,19시 1구간,142.99
76,19시 2구간,142.99
77,19시 3구간,142.99
78,19시 4구간,142.99
79,20시 1구간,154.19
80,20시 2구간,154.19
81,20시 3구간,154.19
82,20시 4구간,154.19
83,21시 1구간,155.05
84,21시 2구간,155.05
85,21시 3구간,155.05
86,21시 4구간,155.05
87,22시 1구간,155.13
88,22시 2구간,155.13
89,22시 3구간,155.13
90,22시 4구간,155.13
91,23시 1구간,155.13
92,23시 2구간,155.13
93,23시 3구간,155.13
94,23시 4구간,155.13
95,24시 1구간,155.13
96,24시 2구간,155.13
97,24시 3구간,155.13
98,24시 4구간,155.13
