,시간,07-25 (목)
0,최대,156.38
1,최소,100.11
2,가중평균,138.88
3,01시 1구간,130.73
4,01시 2구간,130.73
5,01시 3구간,130.73
6,01시 4구간,130.73
7,02시 1구간,103.77
8,02시 2구간,103.77
9,02시 3구간,103.77
10,02시 4구간,103.77
11,03시 1구간,100.11
12,03시 2구간,100.11
13,03시 3구간,100.11
14,03시 4구간,100.11
15,04시 1구간,100.11
16,04시 2구간,100.11
17,04시 3구간,100.11
18,04시 4구간,100.11
19,05시 1구간,100.42
20,05시 2구간,100.42
21,05시 3구간,100.42
22,05시 4구간,100.42
23,06시 1구간,100.42
24,06시 2구간,100.42
25,06시 3구간,100.42
26,06시 4구간,100.42
27,07시 1구간,120.65
28,07시 2구간,120.65
29,07시 3구간,120.65
30,07시 4구간,120.65
31,08시 1구간,134.17
32,08시 2구간,134.17
33,08시 3구간,134.17
34,08시 4구간,134.17
35,09시 1구간,137.99
36,09시 2구간,137.99
37,09시 3구간,137.99
38,09시 4구간,137.99
39,10시 1구간,141.76
40,10시 2구간,141.76
41,10시 3구간,141.76
42,10시 4구간,141.76
43,11시 1구간,143.71
44,11시 2구간,143.71
45,11시 3구간,143.71
46,11시 4구간,143.71
47,12시 1구간,154.2
48,12시 2구간,154.2
49,12시 3구간,153.37
50,12시 4구간,152.81
51,13시 1구간,142.32
52,13시 2구간,142.32
53,13시 3구간,142.32
54,13시 4구간,142.32
55,14시 1구간,154.95
56,14시 2구간,154.95
57,14시 3구간,154.95
58,14시 4구간,154.95
59,15시 1구간,156.38
60,15시 2구간,156.38
61,15시 3구간,156.38
62,15시 4구간,156.38
63,16시 1구간,143.62
64,16시 2구간,143.62
65,16시 3구간,143.62
66,16시 4구간,143.62
67,17시 1구간,141.76
68,17시 2구간,141.76
69,17시 3구간,141.76
70,17시 4구간,141.76
71,18시 1구간,152.05
72,18시 2구간,154.31
73,18시 3구간,154.31
74,18시 4구간,154.31
75,19시 1구간,154.38
76,19시 2구간,154.38
77,19시 3구간,154.38
78,19시 4구간,154.38
79,20시 1구간,154.82
80,20시 2구간,154.82
81,20시 3구간,154.82
82,20시 4구간,154.82
83,21시 1구간,154.86
84,21시 2구간,154.86
85,21시 3구간,154.86
86,21시 4구간,154.86
87,22시 1구간,154.92
88,22시 2구간,154.92
89,22시 3구간,154.92
90,22시 4구간,154.92
91,23시 1구간,154.92
92,23시 2구간,154.92
93,23시 3구간,154.66
94,23시 4구간,137.91
95,24시 1구간,133.36
96,24시 2구간,133.36
97,24시 3구간,133.36
98,24시 4구간,133.36
