,시간,07-22 (월)
0,최대,153.92
1,최소,95.22
2,가중평균,135.96
3,01시 1구간,100.41
4,01시 2구간,100.41
5,01시 3구간,100.41
6,01시 4구간,100.41
7,02시 1구간,100.49
8,02시 2구간,100.49
9,02시 3구간,100.49
10,02시 4구간,100.49
11,03시 1구간,99.25
12,03시 2구간,99.25
13,03시 3구간,99.25
14,03시 4구간,99.25
15,04시 1구간,95.22
16,04시 2구간,95.22
17,04시 3구간,95.22
18,04시 4구간,95.22
19,05시 1구간,95.22
20,05시 2구간,95.22
21,05시 3구간,95.22
22,05시 4구간,95.22
23,06시 1구간,100.38
24,06시 2구간,100.38
25,06시 3구간,100.38
26,06시 4구간,100.38
27,07시 1구간,100.38
28,07시 2구간,100.38
29,07시 3구간,100.38
30,07시 4구간,100.38
31,08시 1구간,133.96
32,08시 2구간,133.96
33,08시 3구간,133.96
34,08시 4구간,133.96
35,09시 1구간,138.28
36,09시 2구간,138.28
37,09시 3구간,138.28
38,09시 4구간,138.28
39,10시 1구간,142.07
40,10시 2구간,142.07
41,10시 3구간,142.07
42,10시 4구간,142.07
43,11시 1구간,143.84
44,11시 2구간,143.84
45,11시 3구간,143.84
46,11시 4구간,143.84
47,12시 1구간,144.4
48,12시 2구간,144.4
49,12시 3구간,144.4
50,12시 4구간,144.4
51,13시 1구간,142.68
52,13시 2구간,142.68
53,13시 3구간,142.68
54,13시 4구간,142.68
55,14시 1구간,152.27
56,14시 2구간,152.27
57,14시 3구간,152.27
58,14시 4구간,152.27
59,15시 1구간,152.27
60,15시 2구간,152.27
61,15시 3구간,152.27
62,15시 4구간,152.27
63,16시 1구간,144.32
64,16시 2구간,144.32
65,16시 3구간,144.32
66,16시 4구간,144.32
67,17시 1구간,152.27
68,17시 2구간,152.27
69,17시 3구간,152.27
70,17시 4구간,152.27
71,18시 1구간,139.15
72,18시 2구간,139.15
73,18시 3구간,139.15
74,18시 4구간,139.15
75,19시 1구간,153.6
76,19시 2구간,153.6
77,19시 3구간,153.6
78,19시 4구간,153.6
79,20시 1구간,153.76
80,20시 2구간,153.76
81,20시 3구간,153.76
82,20시 4구간,153.76
83,21시 1구간,153.92
84,21시 2구간,153.92
85,21시 3구간,153.92
86,21시 4구간,153.92
87,22시 1구간,153.92
88,22시 2구간,153.92
89,22시 3구간,153.92
90,22시 4구간,153.92
91,23시 1구간,153.92
92,23시 2구간,153.39
93,23시 3구간,136.95
94,23시 4구간,136.95
95,24시 1구간,136.83
96,24시 2구간,136.83
97,24시 3구간,136.83
98,24시 4구간,136.83
