,시간,11-23 (토)
0,최대,117.24
1,최소,0.0
2,가중평균,99.09
3,01시 1구간,103.68
4,01시 2구간,103.68
5,01시 3구간,103.68
6,01시 4구간,103.68
7,02시 1구간,101.97
8,02시 2구간,101.97
9,02시 3구간,101.97
10,02시 4구간,101.97
11,03시 1구간,87.86
12,03시 2구간,87.86
13,03시 3구간,87.86
14,03시 4구간,87.86
15,04시 1구간,87.79
16,04시 2구간,87.79
17,04시 3구간,87.79
18,04시 4구간,87.79
19,05시 1구간,87.87
20,05시 2구간,87.87
21,05시 3구간,87.87
22,05시 4구간,87.87
23,06시 1구간,93.03
24,06시 2구간,93.03
25,06시 3구간,93.03
26,06시 4구간,93.03
27,07시 1구간,117.14
28,07시 2구간,117.14
29,07시 3구간,117.14
30,07시 4구간,117.14
31,08시 1구간,117.14
32,08시 2구간,117.14
33,08시 3구간,117.14
34,08시 4구간,117.14
35,09시 1구간,117.24
36,09시 2구간,117.24
37,09시 3구간,117.24
38,09시 4구간,117.24
39,10시 1구간,113.57
40,10시 2구간,113.57
41,10시 3구간,113.57
42,10시 4구간,113.57
43,11시 1구간,91.3
44,11시 2구간,91.3
45,11시 3구간,91.3
46,11시 4구간,91.3
47,12시 1구간,110.2
48,12시 2구간,110.2
49,12시 3구간,110.2
50,12시 4구간,110.2
51,13시 1구간,0.0
52,13시 2구간,0.0
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,78.38
56,14시 2구간,78.38
57,14시 3구간,78.38
58,14시 4구간,78.38
59,15시 1구간,90.67
60,15시 2구간,90.67
61,15시 3구간,90.67
62,15시 4구간,90.67
63,16시 1구간,88.5
64,16시 2구간,88.5
65,16시 3구간,88.5
66,16시 4구간,88.5
67,17시 1구간,112.24
68,17시 2구간,112.24
69,17시 3구간,112.24
70,17시 4구간,112.24
71,18시 1구간,116.69
72,18시 2구간,116.69
73,18시 3구간,116.69
74,18시 4구간,116.69
75,19시 1구간,116.82
76,19시 2구간,116.82
77,19시 3구간,116.82
78,19시 4구간,116.82
79,20시 1구간,112.24
80,20시 2구간,112.24
81,20시 3구간,112.24
82,20시 4구간,112.24
83,21시 1구간,112.24
84,21시 2구간,112.24
85,21시 3구간,112.24
86,21시 4구간,112.24
87,22시 1구간,101.33
88,22시 2구간,101.33
89,22시 3구간,101.33
90,22시 4구간,101.33
91,23시 1구간,101.33
92,23시 2구간,101.33
93,23시 3구간,101.33
94,23시 4구간,101.33
95,24시 1구간,101.33
96,24시 2구간,101.33
97,24시 3구간,101.33
98,24시 4구간,101.33
