,시간,04-19 (금)
0,최대,161.92
1,최소,85.93
2,가중평균,119.0
3,01시 1구간,160.31
4,01시 2구간,116.23
5,01시 3구간,116.23
6,01시 4구간,116.23
7,02시 1구간,96.19
8,02시 2구간,96.19
9,02시 3구간,96.19
10,02시 4구간,96.19
11,03시 1구간,86.09
12,03시 2구간,86.09
13,03시 3구간,86.09
14,03시 4구간,86.09
15,04시 1구간,85.93
16,04시 2구간,85.93
17,04시 3구간,85.93
18,04시 4구간,85.93
19,05시 1구간,86.09
20,05시 2구간,86.09
21,05시 3구간,86.09
22,05시 4구간,86.09
23,06시 1구간,99.29
24,06시 2구간,99.29
25,06시 3구간,99.29
26,06시 4구간,99.29
27,07시 1구간,101.47
28,07시 2구간,101.47
29,07시 3구간,101.47
30,07시 4구간,101.47
31,08시 1구간,113.62
32,08시 2구간,113.62
33,08시 3구간,113.62
34,08시 4구간,113.62
35,09시 1구간,122.65
36,09시 2구간,122.65
37,09시 3구간,122.65
38,09시 4구간,122.65
39,10시 1구간,113.59
40,10시 2구간,130.92
41,10시 3구간,130.92
42,10시 4구간,130.92
43,11시 1구간,130.73
44,11시 2구간,130.73
45,11시 3구간,130.73
46,11시 4구간,130.73
47,12시 1구간,130.55
48,12시 2구간,130.55
49,12시 3구간,130.55
50,12시 4구간,130.55
51,13시 1구간,130.55
52,13시 2구간,130.55
53,13시 3구간,130.55
54,13시 4구간,130.55
55,14시 1구간,130.55
56,14시 2구간,130.55
57,14시 3구간,130.55
58,14시 4구간,130.55
59,15시 1구간,97.28
60,15시 2구간,97.28
61,15시 3구간,97.28
62,15시 4구간,97.28
63,16시 1구간,102.48
64,16시 2구간,102.48
65,16시 3구간,102.48
66,16시 4구간,102.48
67,17시 1구간,116.93
68,17시 2구간,116.93
69,17시 3구간,116.93
70,17시 4구간,116.93
71,18시 1구간,117.21
72,18시 2구간,117.21
73,18시 3구간,117.21
74,18시 4구간,117.21
75,19시 1구간,120.65
76,19시 2구간,120.65
77,19시 3구간,120.65
78,19시 4구간,120.65
79,20시 1구간,161.89
80,20시 2구간,161.89
81,20시 3구간,161.89
82,20시 4구간,161.89
83,21시 1구간,161.92
84,21시 2구간,161.92
85,21시 3구간,161.92
86,21시 4구간,161.92
87,22시 1구간,161.92
88,22시 2구간,161.92
89,22시 3구간,161.92
90,22시 4구간,161.92
91,23시 1구간,117.84
92,23시 2구간,117.84
93,23시 3구간,117.84
94,23시 4구간,117.84
95,24시 1구간,117.02
96,24시 2구간,117.02
97,24시 3구간,117.02
98,24시 4구간,117.02
