,시간,11-05 (화)
0,최대,137.63
1,최소,-79.28
2,가중평균,99.71
3,01시 1구간,103.72
4,01시 2구간,103.72
5,01시 3구간,103.72
6,01시 4구간,103.72
7,02시 1구간,92.74
8,02시 2구간,92.74
9,02시 3구간,92.74
10,02시 4구간,92.74
11,03시 1구간,87.46
12,03시 2구간,87.46
13,03시 3구간,87.46
14,03시 4구간,87.46
15,04시 1구간,87.49
16,04시 2구간,87.49
17,04시 3구간,87.49
18,04시 4구간,87.49
19,05시 1구간,87.52
20,05시 2구간,87.52
21,05시 3구간,87.52
22,05시 4구간,87.52
23,06시 1구간,102.64
24,06시 2구간,102.64
25,06시 3구간,102.64
26,06시 4구간,102.64
27,07시 1구간,104.21
28,07시 2구간,104.21
29,07시 3구간,104.21
30,07시 4구간,104.21
31,08시 1구간,106.62
32,08시 2구간,106.62
33,08시 3구간,106.62
34,08시 4구간,106.62
35,09시 1구간,117.37
36,09시 2구간,117.37
37,09시 3구간,117.37
38,09시 4구간,117.37
39,10시 1구간,136.94
40,10시 2구간,136.94
41,10시 3구간,136.94
42,10시 4구간,136.94
43,11시 1구간,136.94
44,11시 2구간,136.94
45,11시 3구간,115.61
46,11시 4구간,0.0
47,12시 1구간,0.0
48,12시 2구간,0.0
49,12시 3구간,0.0
50,12시 4구간,-48.0
51,13시 1구간,-79.28
52,13시 2구간,-79.28
53,13시 3구간,-79.28
54,13시 4구간,-48.0
55,14시 1구간,0.0
56,14시 2구간,0.0
57,14시 3구간,114.27
58,14시 4구간,116.4
59,15시 1구간,137.63
60,15시 2구간,137.63
61,15시 3구간,137.63
62,15시 4구간,137.63
63,16시 1구간,136.87
64,16시 2구간,136.87
65,16시 3구간,136.87
66,16시 4구간,136.87
67,17시 1구간,136.13
68,17시 2구간,136.13
69,17시 3구간,136.13
70,17시 4구간,136.13
71,18시 1구간,131.98
72,18시 2구간,131.98
73,18시 3구간,131.98
74,18시 4구간,131.98
75,19시 1구간,132.17
76,19시 2구간,132.17
77,19시 3구간,132.17
78,19시 4구간,132.17
79,20시 1구간,127.56
80,20시 2구간,120.49
81,20시 3구간,127.56
82,20시 4구간,127.56
83,21시 1구간,127.62
84,21시 2구간,127.62
85,21시 3구간,127.62
86,21시 4구간,127.62
87,22시 1구간,107.46
88,22시 2구간,107.46
89,22시 3구간,107.46
90,22시 4구간,107.46
91,23시 1구간,105.14
92,23시 2구간,105.14
93,23시 3구간,105.14
94,23시 4구간,105.14
95,24시 1구간,104.95
96,24시 2구간,104.95
97,24시 3구간,104.95
98,24시 4구간,104.95
