,시간,06-12 (수)
0,최대,150.38
1,최소,108.88
2,가중평균,136.8
3,01시 1구간,135.43
4,01시 2구간,135.43
5,01시 3구간,135.43
6,01시 4구간,135.43
7,02시 1구간,135.38
8,02시 2구간,135.38
9,02시 3구간,135.38
10,02시 4구간,135.38
11,03시 1구간,111.56
12,03시 2구간,111.56
13,03시 3구간,111.56
14,03시 4구간,111.56
15,04시 1구간,111.56
16,04시 2구간,111.56
17,04시 3구간,111.56
18,04시 4구간,111.56
19,05시 1구간,111.56
20,05시 2구간,111.56
21,05시 3구간,111.56
22,05시 4구간,111.56
23,06시 1구간,108.88
24,06시 2구간,108.88
25,06시 3구간,108.88
26,06시 4구간,108.88
27,07시 1구간,123.92
28,07시 2구간,123.92
29,07시 3구간,123.92
30,07시 4구간,123.92
31,08시 1구간,123.92
32,08시 2구간,123.92
33,08시 3구간,123.92
34,08시 4구간,123.92
35,09시 1구간,133.44
36,09시 2구간,133.44
37,09시 3구간,133.44
38,09시 4구간,133.44
39,10시 1구간,136.79
40,10시 2구간,136.79
41,10시 3구간,136.79
42,10시 4구간,136.79
43,11시 1구간,139.33
44,11시 2구간,139.33
45,11시 3구간,139.33
46,11시 4구간,139.33
47,12시 1구간,139.11
48,12시 2구간,139.11
49,12시 3구간,139.11
50,12시 4구간,139.11
51,13시 1구간,136.79
52,13시 2구간,136.79
53,13시 3구간,136.79
54,13시 4구간,136.79
55,14시 1구간,139.29
56,14시 2구간,139.29
57,14시 3구간,139.29
58,14시 4구간,139.29
59,15시 1구간,139.31
60,15시 2구간,139.31
61,15시 3구간,139.31
62,15시 4구간,139.31
63,16시 1구간,143.97
64,16시 2구간,143.97
65,16시 3구간,148.53
66,16시 4구간,148.53
67,17시 1구간,148.53
68,17시 2구간,148.53
69,17시 3구간,148.53
70,17시 4구간,148.53
71,18시 1구간,148.67
72,18시 2구간,148.67
73,18시 3구간,148.67
74,18시 4구간,148.67
75,19시 1구간,149.12
76,19시 2구간,149.12
77,19시 3구간,144.79
78,19시 4구간,144.79
79,20시 1구간,144.79
80,20시 2구간,144.79
81,20시 3구간,144.79
82,20시 4구간,150.38
83,21시 1구간,149.03
84,21시 2구간,149.03
85,21시 3구간,149.03
86,21시 4구간,149.03
87,22시 1구간,149.34
88,22시 2구간,149.34
89,22시 3구간,149.34
90,22시 4구간,149.34
91,23시 1구간,149.34
92,23시 2구간,149.34
93,23시 3구간,149.34
94,23시 4구간,135.5
95,24시 1구간,133.44
96,24시 2구간,148.59
97,24시 3구간,148.84
98,24시 4구간,133.44
