,시간,07-20 (토)
0,최대,154.68
1,최소,95.57
2,가중평균,135.53
3,01시 1구간,124.93
4,01시 2구간,124.93
5,01시 3구간,124.93
6,01시 4구간,124.93
7,02시 1구간,100.97
8,02시 2구간,100.97
9,02시 3구간,100.97
10,02시 4구간,100.97
11,03시 1구간,100.33
12,03시 2구간,100.33
13,03시 3구간,100.33
14,03시 4구간,100.33
15,04시 1구간,99.58
16,04시 2구간,99.58
17,04시 3구간,99.58
18,04시 4구간,99.58
19,05시 1구간,95.57
20,05시 2구간,95.57
21,05시 3구간,95.57
22,05시 4구간,95.57
23,06시 1구간,99.8
24,06시 2구간,99.8
25,06시 3구간,99.8
26,06시 4구간,99.8
27,07시 1구간,100.97
28,07시 2구간,100.97
29,07시 3구간,100.97
30,07시 4구간,100.97
31,08시 1구간,104.6
32,08시 2구간,104.6
33,08시 3구간,104.6
34,08시 4구간,104.6
35,09시 1구간,136.25
36,09시 2구간,136.25
37,09시 3구간,136.25
38,09시 4구간,136.25
39,10시 1구간,137.59
40,10시 2구간,137.59
41,10시 3구간,137.59
42,10시 4구간,137.59
43,11시 1구간,143.29
44,11시 2구간,143.29
45,11시 3구간,143.29
46,11시 4구간,143.29
47,12시 1구간,143.33
48,12시 2구간,143.33
49,12시 3구간,143.33
50,12시 4구간,143.33
51,13시 1구간,143.24
52,13시 2구간,143.24
53,13시 3구간,143.24
54,13시 4구간,143.24
55,14시 1구간,147.15
56,14시 2구간,147.15
57,14시 3구간,147.15
58,14시 4구간,147.15
59,15시 1구간,147.15
60,15시 2구간,147.15
61,15시 3구간,147.15
62,15시 4구간,147.15
63,16시 1구간,143.19
64,16시 2구간,143.19
65,16시 3구간,143.19
66,16시 4구간,143.19
67,17시 1구간,137.56
68,17시 2구간,137.56
69,17시 3구간,137.56
70,17시 4구간,137.56
71,18시 1구간,152.44
72,18시 2구간,152.44
73,18시 3구간,152.44
74,18시 4구간,152.44
75,19시 1구간,154.2
76,19시 2구간,154.2
77,19시 3구간,154.2
78,19시 4구간,154.2
79,20시 1구간,154.36
80,20시 2구간,154.36
81,20시 3구간,154.36
82,20시 4구간,154.36
83,21시 1구간,154.36
84,21시 2구간,154.36
85,21시 3구간,154.36
86,21시 4구간,154.36
87,22시 1구간,154.46
88,22시 2구간,154.46
89,22시 3구간,154.46
90,22시 4구간,154.46
91,23시 1구간,154.46
92,23시 2구간,154.46
93,23시 3구간,154.46
94,23시 4구간,154.46
95,24시 1구간,154.68
96,24시 2구간,154.68
97,24시 3구간,154.68
98,24시 4구간,134.57
