,시간,06-13 (목)
0,최대,150.92
1,최소,97.69
2,가중평균,132.95
3,01시 1구간,123.5
4,01시 2구간,123.5
5,01시 3구간,123.5
6,01시 4구간,123.5
7,02시 1구간,115.93
8,02시 2구간,115.93
9,02시 3구간,115.93
10,02시 4구간,115.93
11,03시 1구간,108.71
12,03시 2구간,108.71
13,03시 3구간,108.71
14,03시 4구간,108.71
15,04시 1구간,97.69
16,04시 2구간,97.69
17,04시 3구간,97.69
18,04시 4구간,97.69
19,05시 1구간,97.69
20,05시 2구간,97.69
21,05시 3구간,97.69
22,05시 4구간,97.69
23,06시 1구간,98.33
24,06시 2구간,98.33
25,06시 3구간,98.33
26,06시 4구간,98.33
27,07시 1구간,101.68
28,07시 2구간,101.68
29,07시 3구간,101.68
30,07시 4구간,101.68
31,08시 1구간,134.79
32,08시 2구간,134.79
33,08시 3구간,134.79
34,08시 4구간,134.79
35,09시 1구간,135.52
36,09시 2구간,135.52
37,09시 3구간,135.52
38,09시 4구간,135.52
39,10시 1구간,135.51
40,10시 2구간,135.51
41,10시 3구간,135.51
42,10시 4구간,135.51
43,11시 1구간,139.01
44,11시 2구간,139.01
45,11시 3구간,139.01
46,11시 4구간,139.01
47,12시 1구간,139.29
48,12시 2구간,139.29
49,12시 3구간,139.29
50,12시 4구간,139.29
51,13시 1구간,137.25
52,13시 2구간,137.25
53,13시 3구간,137.25
54,13시 4구간,137.25
55,14시 1구간,139.28
56,14시 2구간,139.28
57,14시 3구간,139.28
58,14시 4구간,139.28
59,15시 1구간,150.33
60,15시 2구간,150.33
61,15시 3구간,150.33
62,15시 4구간,150.92
63,16시 1구간,140.37
64,16시 2구간,140.37
65,16시 3구간,140.37
66,16시 4구간,140.37
67,17시 1구간,140.37
68,17시 2구간,140.37
69,17시 3구간,140.37
70,17시 4구간,140.37
71,18시 1구간,138.73
72,18시 2구간,138.73
73,18시 3구간,138.73
74,18시 4구간,138.73
75,19시 1구간,140.37
76,19시 2구간,140.37
77,19시 3구간,140.37
78,19시 4구간,140.37
79,20시 1구간,149.73
80,20시 2구간,149.73
81,20시 3구간,149.73
82,20시 4구간,149.73
83,21시 1구간,149.84
84,21시 2구간,149.84
85,21시 3구간,149.84
86,21시 4구간,149.84
87,22시 1구간,150.2
88,22시 2구간,150.2
89,22시 3구간,150.2
90,22시 4구간,150.2
91,23시 1구간,150.51
92,23시 2구간,150.51
93,23시 3구간,150.51
94,23시 4구간,132.7
95,24시 1구간,132.67
96,24시 2구간,132.67
97,24시 3구간,132.67
98,24시 4구간,132.67
