,시간,04-18 (목)
0,최대,224.28
1,최소,-19.0
2,가중평균,125.78
3,01시 1구간,116.23
4,01시 2구간,116.23
5,01시 3구간,116.23
6,01시 4구간,116.23
7,02시 1구간,95.91
8,02시 2구간,95.91
9,02시 3구간,95.91
10,02시 4구간,95.91
11,03시 1구간,95.64
12,03시 2구간,95.64
13,03시 3구간,95.64
14,03시 4구간,95.64
15,04시 1구간,95.83
16,04시 2구간,95.83
17,04시 3구간,95.83
18,04시 4구간,95.83
19,05시 1구간,101.22
20,05시 2구간,101.22
21,05시 3구간,101.22
22,05시 4구간,101.22
23,06시 1구간,116.28
24,06시 2구간,116.28
25,06시 3구간,116.28
26,06시 4구간,116.28
27,07시 1구간,116.18
28,07시 2구간,116.18
29,07시 3구간,116.18
30,07시 4구간,116.18
31,08시 1구간,113.47
32,08시 2구간,113.47
33,08시 3구간,113.47
34,08시 4구간,113.47
35,09시 1구간,-19.0
36,09시 2구간,0.0
37,09시 3구간,-19.0
38,09시 4구간,-19.0
39,10시 1구간,135.68
40,10시 2구간,135.68
41,10시 3구간,135.68
42,10시 4구간,135.68
43,11시 1구간,135.68
44,11시 2구간,135.68
45,11시 3구간,135.68
46,11시 4구간,135.68
47,12시 1구간,0.0
48,12시 2구간,-19.0
49,12시 3구간,130.73
50,12시 4구간,130.73
51,13시 1구간,130.55
52,13시 2구간,130.55
53,13시 3구간,130.55
54,13시 4구간,130.55
55,14시 1구간,130.55
56,14시 2구간,130.55
57,14시 3구간,130.55
58,14시 4구간,130.55
59,15시 1구간,135.51
60,15시 2구간,135.51
61,15시 3구간,135.51
62,15시 4구간,135.51
63,16시 1구간,135.51
64,16시 2구간,135.51
65,16시 3구간,135.51
66,16시 4구간,135.51
67,17시 1구간,136.29
68,17시 2구간,136.29
69,17시 3구간,136.29
70,17시 4구간,136.29
71,18시 1구간,138.47
72,18시 2구간,153.49
73,18시 3구간,153.49
74,18시 4구간,153.49
75,19시 1구간,153.29
76,19시 2구간,153.29
77,19시 3구간,153.29
78,19시 4구간,153.29
79,20시 1구간,153.6
80,20시 2구간,153.6
81,20시 3구간,154.07
82,20시 4구간,154.84
83,21시 1구간,155.31
84,21시 2구간,154.52
85,21시 3구간,154.39
86,21시 4구간,153.91
87,22시 1구간,222.59
88,22시 2구간,209.47
89,22시 3구간,155.84
90,22시 4구간,155.11
91,23시 1구간,153.92
92,23시 2구간,153.92
93,23시 3구간,153.92
94,23시 4구간,153.92
95,24시 1구간,153.64
96,24시 2구간,224.28
97,24시 3구간,154.2
98,24시 4구간,153.64
