,시간,07-05 (금)
0,최대,154.85
1,최소,99.25
2,가중평균,136.64
3,01시 1구간,152.84
4,01시 2구간,124.19
5,01시 3구간,124.19
6,01시 4구간,124.19
7,02시 1구간,103.83
8,02시 2구간,103.83
9,02시 3구간,103.83
10,02시 4구간,103.83
11,03시 1구간,99.25
12,03시 2구간,99.25
13,03시 3구간,99.25
14,03시 4구간,99.25
15,04시 1구간,99.25
16,04시 2구간,99.25
17,04시 3구간,99.25
18,04시 4구간,99.25
19,05시 1구간,99.25
20,05시 2구간,99.25
21,05시 3구간,99.25
22,05시 4구간,99.25
23,06시 1구간,99.25
24,06시 2구간,99.25
25,06시 3구간,99.25
26,06시 4구간,99.25
27,07시 1구간,120.82
28,07시 2구간,120.82
29,07시 3구간,120.82
30,07시 4구간,120.82
31,08시 1구간,140.12
32,08시 2구간,140.12
33,08시 3구간,140.12
34,08시 4구간,140.12
35,09시 1구간,137.55
36,09시 2구간,137.55
37,09시 3구간,137.55
38,09시 4구간,137.55
39,10시 1구간,141.51
40,10시 2구간,141.51
41,10시 3구간,141.51
42,10시 4구간,141.51
43,11시 1구간,142.0
44,11시 2구간,142.0
45,11시 3구간,142.0
46,11시 4구간,142.0
47,12시 1구간,142.57
48,12시 2구간,142.57
49,12시 3구간,142.57
50,12시 4구간,142.57
51,13시 1구간,140.81
52,13시 2구간,140.81
53,13시 3구간,140.81
54,13시 4구간,140.81
55,14시 1구간,141.86
56,14시 2구간,141.86
57,14시 3구간,141.86
58,14시 4구간,141.86
59,15시 1구간,142.56
60,15시 2구간,142.56
61,15시 3구간,142.56
62,15시 4구간,142.56
63,16시 1구간,142.56
64,16시 2구간,142.56
65,16시 3구간,142.56
66,16시 4구간,142.56
67,17시 1구간,141.34
68,17시 2구간,141.34
69,17시 3구간,141.34
70,17시 4구간,141.34
71,18시 1구간,152.45
72,18시 2구간,152.45
73,18시 3구간,153.87
74,18시 4구간,153.87
75,19시 1구간,154.14
76,19시 2구간,154.14
77,19시 3구간,154.14
78,19시 4구간,154.14
79,20시 1구간,154.69
80,20시 2구간,154.69
81,20시 3구간,154.69
82,20시 4구간,154.69
83,21시 1구간,154.69
84,21시 2구간,154.69
85,21시 3구간,154.69
86,21시 4구간,154.69
87,22시 1구간,154.59
88,22시 2구간,154.59
89,22시 3구간,154.59
90,22시 4구간,154.59
91,23시 1구간,154.85
92,23시 2구간,154.85
93,23시 3구간,134.33
94,23시 4구간,134.33
95,24시 1구간,134.32
96,24시 2구간,134.32
97,24시 3구간,134.32
98,24시 4구간,134.32
