,시간,09-22 (일)
0,최대,162.95
1,최소,111.72
2,가중평균,140.4
3,01시 1구간,137.35
4,01시 2구간,137.35
5,01시 3구간,137.35
6,01시 4구간,137.35
7,02시 1구간,115.03
8,02시 2구간,115.03
9,02시 3구간,115.03
10,02시 4구간,115.03
11,03시 1구간,111.72
12,03시 2구간,111.72
13,03시 3구간,111.72
14,03시 4구간,111.72
15,04시 1구간,111.72
16,04시 2구간,111.72
17,04시 3구간,111.72
18,04시 4구간,111.72
19,05시 1구간,111.72
20,05시 2구간,111.72
21,05시 3구간,111.72
22,05시 4구간,111.72
23,06시 1구간,111.72
24,06시 2구간,111.72
25,06시 3구간,111.72
26,06시 4구간,111.72
27,07시 1구간,113.26
28,07시 2구간,113.26
29,07시 3구간,113.26
30,07시 4구간,113.26
31,08시 1구간,140.39
32,08시 2구간,140.39
33,08시 3구간,140.39
34,08시 4구간,140.39
35,09시 1구간,143.63
36,09시 2구간,143.63
37,09시 3구간,143.63
38,09시 4구간,143.63
39,10시 1구간,143.63
40,10시 2구간,143.63
41,10시 3구간,143.63
42,10시 4구간,143.63
43,11시 1구간,143.63
44,11시 2구간,143.63
45,11시 3구간,143.63
46,11시 4구간,143.63
47,12시 1구간,144.36
48,12시 2구간,144.36
49,12시 3구간,144.36
50,12시 4구간,144.36
51,13시 1구간,144.35
52,13시 2구간,144.35
53,13시 3구간,144.35
54,13시 4구간,144.35
55,14시 1구간,151.56
56,14시 2구간,151.56
57,14시 3구간,151.56
58,14시 4구간,151.56
59,15시 1구간,158.13
60,15시 2구간,158.13
61,15시 3구간,144.38
62,15시 4구간,144.38
63,16시 1구간,152.29
64,16시 2구간,152.29
65,16시 3구간,152.29
66,16시 4구간,152.29
67,17시 1구간,144.38
68,17시 2구간,144.38
69,17시 3구간,144.38
70,17시 4구간,144.38
71,18시 1구간,144.38
72,18시 2구간,158.25
73,18시 3구간,158.25
74,18시 4구간,158.25
75,19시 1구간,158.25
76,19시 2구간,159.94
77,19시 3구간,159.94
78,19시 4구간,159.94
79,20시 1구간,162.95
80,20시 2구간,162.95
81,20시 3구간,159.65
82,20시 4구간,159.65
83,21시 1구간,158.25
84,21시 2구간,158.25
85,21시 3구간,158.25
86,21시 4구간,158.25
87,22시 1구간,143.63
88,22시 2구간,143.63
89,22시 3구간,143.63
90,22시 4구간,143.63
91,23시 1구간,142.04
92,23시 2구간,142.04
93,23시 3구간,142.04
94,23시 4구간,142.04
95,24시 1구간,138.97
96,24시 2구간,138.97
97,24시 3구간,138.97
98,24시 4구간,138.97
