,시간,07-09 (화)
0,최대,152.82
1,최소,-2.0
2,가중평균,130.85
3,01시 1구간,124.19
4,01시 2구간,124.19
5,01시 3구간,124.19
6,01시 4구간,124.19
7,02시 1구간,100.14
8,02시 2구간,100.14
9,02시 3구간,100.14
10,02시 4구간,100.14
11,03시 1구간,99.33
12,03시 2구간,99.33
13,03시 3구간,99.33
14,03시 4구간,99.33
15,04시 1구간,99.29
16,04시 2구간,99.29
17,04시 3구간,99.29
18,04시 4구간,99.29
19,05시 1구간,99.14
20,05시 2구간,99.14
21,05시 3구간,99.14
22,05시 4구간,99.14
23,06시 1구간,99.87
24,06시 2구간,99.87
25,06시 3구간,99.87
26,06시 4구간,99.87
27,07시 1구간,124.18
28,07시 2구간,124.18
29,07시 3구간,124.18
30,07시 4구간,124.18
31,08시 1구간,135.87
32,08시 2구간,135.87
33,08시 3구간,135.87
34,08시 4구간,135.87
35,09시 1구간,138.35
36,09시 2구간,138.35
37,09시 3구간,138.35
38,09시 4구간,138.35
39,10시 1구간,139.73
40,10시 2구간,139.73
41,10시 3구간,139.73
42,10시 4구간,139.73
43,11시 1구간,147.51
44,11시 2구간,147.51
45,11시 3구간,118.57
46,11시 4구간,118.83
47,12시 1구간,-2.0
48,12시 2구간,138.36
49,12시 3구간,138.36
50,12시 4구간,-2.0
51,13시 1구간,-2.0
52,13시 2구간,138.32
53,13시 3구간,138.32
54,13시 4구간,138.32
55,14시 1구간,147.47
56,14시 2구간,147.47
57,14시 3구간,147.47
58,14시 4구간,147.47
59,15시 1구간,151.0
60,15시 2구간,151.0
61,15시 3구간,151.0
62,15시 4구간,151.0
63,16시 1구간,151.09
64,16시 2구간,151.09
65,16시 3구간,151.09
66,16시 4구간,151.09
67,17시 1구간,151.0
68,17시 2구간,152.55
69,17시 3구간,152.55
70,17시 4구간,152.55
71,18시 1구간,152.55
72,18시 2구간,152.55
73,18시 3구간,152.55
74,18시 4구간,152.55
75,19시 1구간,152.82
76,19시 2구간,152.82
77,19시 3구간,152.82
78,19시 4구간,152.82
79,20시 1구간,149.57
80,20시 2구간,149.57
81,20시 3구간,149.57
82,20시 4구간,149.57
83,21시 1구간,152.82
84,21시 2구간,152.82
85,21시 3구간,152.82
86,21시 4구간,152.82
87,22시 1구간,150.01
88,22시 2구간,136.39
89,22시 3구간,136.39
90,22시 4구간,136.39
91,23시 1구간,133.17
92,23시 2구간,133.17
93,23시 3구간,133.17
94,23시 4구간,133.17
95,24시 1구간,133.31
96,24시 2구간,133.31
97,24시 3구간,133.31
98,24시 4구간,133.31
