,시간,11-11 (월)
0,최대,151.62
1,최소,78.05
2,가중평균,115.79
3,01시 1구간,92.37
4,01시 2구간,92.37
5,01시 3구간,92.37
6,01시 4구간,92.37
7,02시 1구간,78.05
8,02시 2구간,78.05
9,02시 3구간,78.05
10,02시 4구간,78.05
11,03시 1구간,78.05
12,03시 2구간,78.05
13,03시 3구간,78.05
14,03시 4구간,78.05
15,04시 1구간,78.05
16,04시 2구간,78.05
17,04시 3구간,78.05
18,04시 4구간,78.05
19,05시 1구간,78.05
20,05시 2구간,78.05
21,05시 3구간,78.05
22,05시 4구간,78.05
23,06시 1구간,90.5
24,06시 2구간,90.5
25,06시 3구간,90.5
26,06시 4구간,90.5
27,07시 1구간,87.98
28,07시 2구간,87.98
29,07시 3구간,87.98
30,07시 4구간,87.98
31,08시 1구간,106.8
32,08시 2구간,106.8
33,08시 3구간,106.8
34,08시 4구간,106.8
35,09시 1구간,116.84
36,09시 2구간,116.84
37,09시 3구간,116.84
38,09시 4구간,116.84
39,10시 1구간,131.57
40,10시 2구간,131.57
41,10시 3구간,131.57
42,10시 4구간,131.57
43,11시 1구간,143.05
44,11시 2구간,143.05
45,11시 3구간,143.05
46,11시 4구간,143.05
47,12시 1구간,131.54
48,12시 2구간,131.54
49,12시 3구간,131.54
50,12시 4구간,131.54
51,13시 1구간,141.81
52,13시 2구간,141.81
53,13시 3구간,141.81
54,13시 4구간,141.81
55,14시 1구간,131.51
56,14시 2구간,131.51
57,14시 3구간,131.51
58,14시 4구간,131.51
59,15시 1구간,131.54
60,15시 2구간,131.54
61,15시 3구간,131.54
62,15시 4구간,131.54
63,16시 1구간,137.94
64,16시 2구간,137.94
65,16시 3구간,137.94
66,16시 4구간,137.94
67,17시 1구간,131.54
68,17시 2구간,131.54
69,17시 3구간,131.54
70,17시 4구간,131.54
71,18시 1구간,131.54
72,18시 2구간,151.06
73,18시 3구간,151.06
74,18시 4구간,151.06
75,19시 1구간,151.62
76,19시 2구간,151.62
77,19시 3구간,151.62
78,19시 4구간,151.62
79,20시 1구간,116.84
80,20시 2구간,116.84
81,20시 3구간,116.84
82,20시 4구간,116.84
83,21시 1구간,113.76
84,21시 2구간,113.76
85,21시 3구간,113.76
86,21시 4구간,113.76
87,22시 1구간,113.0
88,22시 2구간,113.0
89,22시 3구간,113.0
90,22시 4구간,113.0
91,23시 1구간,106.61
92,23시 2구간,106.61
93,23시 3구간,106.61
94,23시 4구간,106.61
95,24시 1구간,106.61
96,24시 2구간,106.61
97,24시 3구간,106.61
98,24시 4구간,106.61
