,시간,04-02 (화)
0,최대,164.42
1,최소,0.0
2,가중평균,141.26
3,01시 1구간,146.34
4,01시 2구간,146.34
5,01시 3구간,146.34
6,01시 4구간,146.34
7,02시 1구간,146.34
8,02시 2구간,146.34
9,02시 3구간,146.34
10,02시 4구간,146.34
11,03시 1구간,105.97
12,03시 2구간,105.97
13,03시 3구간,105.97
14,03시 4구간,105.97
15,04시 1구간,102.71
16,04시 2구간,102.71
17,04시 3구간,102.71
18,04시 4구간,102.71
19,05시 1구간,105.65
20,05시 2구간,105.65
21,05시 3구간,105.65
22,05시 4구간,105.65
23,06시 1구간,111.98
24,06시 2구간,111.98
25,06시 3구간,111.98
26,06시 4구간,111.98
27,07시 1구간,162.12
28,07시 2구간,162.12
29,07시 3구간,162.12
30,07시 4구간,162.12
31,08시 1구간,164.42
32,08시 2구간,164.42
33,08시 3구간,164.42
34,08시 4구간,163.47
35,09시 1구간,161.88
36,09시 2구간,161.43
37,09시 3구간,160.93
38,09시 4구간,159.86
39,10시 1구간,159.0
40,10시 2구간,154.84
41,10시 3구간,159.2
42,10시 4구간,0.0
43,11시 1구간,0.0
44,11시 2구간,157.22
45,11시 3구간,154.65
46,11시 4구간,159.77
47,12시 1구간,114.55
48,12시 2구간,114.55
49,12시 3구간,114.55
50,12시 4구간,114.55
51,13시 1구간,112.27
52,13시 2구간,112.27
53,13시 3구간,112.27
54,13시 4구간,112.27
55,14시 1구간,114.46
56,14시 2구간,114.46
57,14시 3구간,114.46
58,14시 4구간,114.46
59,15시 1구간,160.13
60,15시 2구간,160.13
61,15시 3구간,160.13
62,15시 4구간,160.13
63,16시 1구간,160.68
64,16시 2구간,160.68
65,16시 3구간,160.68
66,16시 4구간,160.16
67,17시 1구간,160.93
68,17시 2구간,160.93
69,17시 3구간,160.93
70,17시 4구간,161.9
71,18시 1구간,162.51
72,18시 2구간,162.51
73,18시 3구간,162.51
74,18시 4구간,162.51
75,19시 1구간,162.51
76,19시 2구간,162.51
77,19시 3구간,162.51
78,19시 4구간,162.51
79,20시 1구간,162.51
80,20시 2구간,162.51
81,20시 3구간,162.51
82,20시 4구간,155.05
83,21시 1구간,161.33
84,21시 2구간,161.33
85,21시 3구간,161.33
86,21시 4구간,161.33
87,22시 1구간,161.23
88,22시 2구간,161.23
89,22시 3구간,161.23
90,22시 4구간,159.53
91,23시 1구간,159.53
92,23시 2구간,145.89
93,23시 3구간,155.61
94,23시 4구간,145.89
95,24시 1구간,141.96
96,24시 2구간,141.96
97,24시 3구간,141.96
98,24시 4구간,141.96
