,시간,05-05 (일)
0,최대,157.67
1,최소,-79.06
2,가중평균,45.62
3,01시 1구간,114.43
4,01시 2구간,0.0
5,01시 3구간,0.0
6,01시 4구간,0.0
7,02시 1구간,95.32
8,02시 2구간,0.0
9,02시 3구간,0.0
10,02시 4구간,-2.0
11,03시 1구간,-79.06
12,03시 2구간,-79.06
13,03시 3구간,-79.06
14,03시 4구간,-79.06
15,04시 1구간,-79.06
16,04시 2구간,-79.06
17,04시 3구간,-79.06
18,04시 4구간,-79.06
19,05시 1구간,-79.06
20,05시 2구간,-79.06
21,05시 3구간,-79.06
22,05시 4구간,-79.06
23,06시 1구간,-79.06
24,06시 2구간,-79.06
25,06시 3구간,-79.06
26,06시 4구간,-79.06
27,07시 1구간,-2.0
28,07시 2구간,-0.76
29,07시 3구간,-2.0
30,07시 4구간,-0.76
31,08시 1구간,-0.76
32,08시 2구간,-0.76
33,08시 3구간,-2.0
34,08시 4구간,-2.0
35,09시 1구간,91.16
36,09시 2구간,-51.27
37,09시 3구간,-2.0
38,09시 4구간,-79.06
39,10시 1구간,-79.06
40,10시 2구간,-51.27
41,10시 3구간,-2.0
42,10시 4구간,-2.0
43,11시 1구간,-51.27
44,11시 2구간,-51.27
45,11시 3구간,-2.0
46,11시 4구간,-2.0
47,12시 1구간,-0.16
48,12시 2구간,-2.0
49,12시 3구간,-0.16
50,12시 4구간,-0.16
51,13시 1구간,-0.18
52,13시 2구간,-79.06
53,13시 3구간,-51.27
54,13시 4구간,-79.06
55,14시 1구간,-2.0
56,14시 2구간,-79.06
57,14시 3구간,-0.17
58,14시 4구간,106.12
59,15시 1구간,136.65
60,15시 2구간,136.65
61,15시 3구간,119.53
62,15시 4구간,136.65
63,16시 1구간,-0.18
64,16시 2구간,133.02
65,16시 3구간,133.02
66,16시 4구간,133.02
67,17시 1구간,134.94
68,17시 2구간,-2.0
69,17시 3구간,-0.18
70,17시 4구간,134.94
71,18시 1구간,144.79
72,18시 2구간,144.79
73,18시 3구간,144.79
74,18시 4구간,144.79
75,19시 1구간,-0.76
76,19시 2구간,156.97
77,19시 3구간,156.55
78,19시 4구간,157.03
79,20시 1구간,156.55
80,20시 2구간,-0.53
81,20시 3구간,156.54
82,20시 4구간,156.78
83,21시 1구간,157.35
84,21시 2구간,157.35
85,21시 3구간,157.35
86,21시 4구간,157.35
87,22시 1구간,157.35
88,22시 2구간,157.35
89,22시 3구간,157.35
90,22시 4구간,157.35
91,23시 1구간,157.67
92,23시 2구간,157.67
93,23시 3구간,157.67
94,23시 4구간,157.67
95,24시 1구간,157.67
96,24시 2구간,157.67
97,24시 3구간,157.67
98,24시 4구간,157.67
