,시간,10-04 (금)
0,최대,143.57
1,최소,78.12
2,가중평균,114.36
3,01시 1구간,100.68
4,01시 2구간,100.68
5,01시 3구간,100.68
6,01시 4구간,100.68
7,02시 1구간,78.12
8,02시 2구간,78.12
9,02시 3구간,78.12
10,02시 4구간,78.12
11,03시 1구간,78.12
12,03시 2구간,78.12
13,03시 3구간,78.12
14,03시 4구간,78.12
15,04시 1구간,78.12
16,04시 2구간,78.12
17,04시 3구간,78.12
18,04시 4구간,78.12
19,05시 1구간,78.12
20,05시 2구간,78.12
21,05시 3구간,78.12
22,05시 4구간,78.12
23,06시 1구간,78.24
24,06시 2구간,78.24
25,06시 3구간,78.24
26,06시 4구간,78.24
27,07시 1구간,92.72
28,07시 2구간,92.72
29,07시 3구간,92.72
30,07시 4구간,92.72
31,08시 1구간,105.97
32,08시 2구간,105.97
33,08시 3구간,105.97
34,08시 4구간,105.97
35,09시 1구간,123.46
36,09시 2구간,123.46
37,09시 3구간,123.46
38,09시 4구간,123.46
39,10시 1구간,136.94
40,10시 2구간,136.94
41,10시 3구간,136.94
42,10시 4구간,136.94
43,11시 1구간,139.28
44,11시 2구간,139.28
45,11시 3구간,139.28
46,11시 4구간,139.28
47,12시 1구간,136.94
48,12시 2구간,136.94
49,12시 3구간,136.94
50,12시 4구간,136.94
51,13시 1구간,127.13
52,13시 2구간,127.13
53,13시 3구간,127.13
54,13시 4구간,127.13
55,14시 1구간,127.69
56,14시 2구간,127.69
57,14시 3구간,127.69
58,14시 4구간,127.69
59,15시 1구간,130.36
60,15시 2구간,130.36
61,15시 3구간,130.36
62,15시 4구간,143.57
63,16시 1구간,130.36
64,16시 2구간,130.36
65,16시 3구간,130.36
66,16시 4구간,130.36
67,17시 1구간,139.44
68,17시 2구간,139.44
69,17시 3구간,139.44
70,17시 4구간,139.44
71,18시 1구간,139.44
72,18시 2구간,139.44
73,18시 3구간,139.44
74,18시 4구간,139.44
75,19시 1구간,136.94
76,19시 2구간,136.94
77,19시 3구간,136.94
78,19시 4구간,136.94
79,20시 1구간,128.58
80,20시 2구간,128.58
81,20시 3구간,128.58
82,20시 4구간,128.58
83,21시 1구간,105.93
84,21시 2구간,105.93
85,21시 3구간,105.93
86,21시 4구간,105.93
87,22시 1구간,100.96
88,22시 2구간,100.96
89,22시 3구간,100.96
90,22시 4구간,100.96
91,23시 1구간,100.96
92,23시 2구간,100.96
93,23시 3구간,100.96
94,23시 4구간,100.96
95,24시 1구간,100.76
96,24시 2구간,100.76
97,24시 3구간,100.76
98,24시 4구간,100.76
