,시간,09-16 (월)
0,최대,163.4
1,최소,106.56
2,가중평균,136.78
3,01시 1구간,114.47
4,01시 2구간,114.47
5,01시 3구간,114.47
6,01시 4구간,114.47
7,02시 1구간,107.54
8,02시 2구간,107.54
9,02시 3구간,107.54
10,02시 4구간,107.54
11,03시 1구간,106.62
12,03시 2구간,106.62
13,03시 3구간,106.62
14,03시 4구간,106.62
15,04시 1구간,106.62
16,04시 2구간,106.62
17,04시 3구간,106.62
18,04시 4구간,106.62
19,05시 1구간,106.56
20,05시 2구간,106.56
21,05시 3구간,106.56
22,05시 4구간,106.56
23,06시 1구간,106.62
24,06시 2구간,106.62
25,06시 3구간,106.62
26,06시 4구간,106.62
27,07시 1구간,107.54
28,07시 2구간,107.54
29,07시 3구간,107.54
30,07시 4구간,107.54
31,08시 1구간,107.54
32,08시 2구간,107.54
33,08시 3구간,107.54
34,08시 4구간,107.54
35,09시 1구간,107.49
36,09시 2구간,107.49
37,09시 3구간,107.49
38,09시 4구간,107.49
39,10시 1구간,107.49
40,10시 2구간,107.49
41,10시 3구간,160.41
42,10시 4구간,160.33
43,11시 1구간,141.41
44,11시 2구간,141.41
45,11시 3구간,141.41
46,11시 4구간,141.41
47,12시 1구간,140.17
48,12시 2구간,140.17
49,12시 3구간,140.17
50,12시 4구간,140.17
51,13시 1구간,140.07
52,13시 2구간,140.07
53,13시 3구간,140.07
54,13시 4구간,140.07
55,14시 1구간,140.07
56,14시 2구간,140.07
57,14시 3구간,140.07
58,14시 4구간,140.07
59,15시 1구간,141.62
60,15시 2구간,141.62
61,15시 3구간,141.62
62,15시 4구간,141.62
63,16시 1구간,161.59
64,16시 2구간,161.59
65,16시 3구간,161.59
66,16시 4구간,161.59
67,17시 1구간,163.12
68,17시 2구간,163.12
69,17시 3구간,163.12
70,17시 4구간,163.12
71,18시 1구간,163.12
72,18시 2구간,163.12
73,18시 3구간,163.12
74,18시 4구간,163.12
75,19시 1구간,163.4
76,19시 2구간,163.4
77,19시 3구간,163.4
78,19시 4구간,163.4
79,20시 1구간,160.25
80,20시 2구간,160.25
81,20시 3구간,160.25
82,20시 4구간,160.25
83,21시 1구간,160.42
84,21시 2구간,160.42
85,21시 3구간,160.42
86,21시 4구간,160.42
87,22시 1구간,160.42
88,22시 2구간,160.42
89,22시 3구간,160.42
90,22시 4구간,160.42
91,23시 1구간,160.42
92,23시 2구간,160.42
93,23시 3구간,160.42
94,23시 4구간,160.42
95,24시 1구간,115.01
96,24시 2구간,115.01
97,24시 3구간,115.01
98,24시 4구간,115.01
