,시간,09-26 (목)
0,최대,242.25
1,최소,105.24
2,가중평균,141.82
3,01시 1구간,106.93
4,01시 2구간,106.93
5,01시 3구간,106.93
6,01시 4구간,106.93
7,02시 1구간,106.94
8,02시 2구간,106.94
9,02시 3구간,106.94
10,02시 4구간,106.94
11,03시 1구간,106.53
12,03시 2구간,106.53
13,03시 3구간,106.53
14,03시 4구간,106.53
15,04시 1구간,105.24
16,04시 2구간,105.24
17,04시 3구간,105.24
18,04시 4구간,105.24
19,05시 1구간,106.42
20,05시 2구간,106.42
21,05시 3구간,106.42
22,05시 4구간,106.42
23,06시 1구간,106.86
24,06시 2구간,106.86
25,06시 3구간,106.86
26,06시 4구간,106.86
27,07시 1구간,106.95
28,07시 2구간,106.95
29,07시 3구간,106.95
30,07시 4구간,106.95
31,08시 1구간,156.6
32,08시 2구간,156.6
33,08시 3구간,156.6
34,08시 4구간,156.6
35,09시 1구간,156.46
36,09시 2구간,156.46
37,09시 3구간,156.46
38,09시 4구간,156.46
39,10시 1구간,156.47
40,10시 2구간,156.47
41,10시 3구간,156.47
42,10시 4구간,156.47
43,11시 1구간,156.47
44,11시 2구간,156.47
45,11시 3구간,156.47
46,11시 4구간,156.47
47,12시 1구간,146.71
48,12시 2구간,146.71
49,12시 3구간,146.71
50,12시 4구간,146.71
51,13시 1구간,146.49
52,13시 2구간,146.49
53,13시 3구간,146.49
54,13시 4구간,146.49
55,14시 1구간,146.71
56,14시 2구간,146.71
57,14시 3구간,146.71
58,14시 4구간,146.71
59,15시 1구간,146.7
60,15시 2구간,146.7
61,15시 3구간,146.7
62,15시 4구간,146.7
63,16시 1구간,144.25
64,16시 2구간,144.25
65,16시 3구간,144.25
66,16시 4구간,144.25
67,17시 1구간,144.25
68,17시 2구간,144.25
69,17시 3구간,144.25
70,17시 4구간,144.25
71,18시 1구간,163.81
72,18시 2구간,236.42
73,18시 3구간,242.25
74,18시 4구간,240.92
75,19시 1구간,164.09
76,19시 2구간,164.09
77,19시 3구간,164.09
78,19시 4구간,164.09
79,20시 1구간,144.27
80,20시 2구간,144.27
81,20시 3구간,144.27
82,20시 4구간,144.27
83,21시 1구간,144.27
84,21시 2구간,144.27
85,21시 3구간,144.27
86,21시 4구간,144.27
87,22시 1구간,161.8
88,22시 2구간,161.8
89,22시 3구간,161.8
90,22시 4구간,161.8
91,23시 1구간,139.19
92,23시 2구간,139.19
93,23시 3구간,139.19
94,23시 4구간,139.19
95,24시 1구간,106.95
96,24시 2구간,106.95
97,24시 3구간,106.95
98,24시 4구간,106.95
