,시간,03-13 (수)
0,최대,175.87
1,최소,-19.0
2,가중평균,148.08
3,01시 1구간,146.27
4,01시 2구간,146.27
5,01시 3구간,146.27
6,01시 4구간,146.27
7,02시 1구간,107.91
8,02시 2구간,107.91
9,02시 3구간,107.91
10,02시 4구간,107.91
11,03시 1구간,107.91
12,03시 2구간,107.91
13,03시 3구간,107.91
14,03시 4구간,107.91
15,04시 1구간,108.17
16,04시 2구간,108.17
17,04시 3구간,108.17
18,04시 4구간,108.17
19,05시 1구간,108.17
20,05시 2구간,108.17
21,05시 3구간,108.17
22,05시 4구간,108.17
23,06시 1구간,108.69
24,06시 2구간,108.69
25,06시 3구간,108.69
26,06시 4구간,108.69
27,07시 1구간,150.12
28,07시 2구간,150.12
29,07시 3구간,150.12
30,07시 4구간,150.12
31,08시 1구간,156.34
32,08시 2구간,156.34
33,08시 3구간,156.34
34,08시 4구간,156.34
35,09시 1구간,171.63
36,09시 2구간,171.63
37,09시 3구간,171.63
38,09시 4구간,171.63
39,10시 1구간,161.16
40,10시 2구간,175.87
41,10시 3구간,0.0
42,10시 4구간,-19.0
43,11시 1구간,167.07
44,11시 2구간,167.07
45,11시 3구간,167.07
46,11시 4구간,167.07
47,12시 1구간,167.8
48,12시 2구간,167.8
49,12시 3구간,167.8
50,12시 4구간,167.8
51,13시 1구간,156.34
52,13시 2구간,156.34
53,13시 3구간,156.34
54,13시 4구간,156.34
55,14시 1구간,156.34
56,14시 2구간,156.34
57,14시 3구간,156.34
58,14시 4구간,156.34
59,15시 1구간,156.34
60,15시 2구간,156.34
61,15시 3구간,156.34
62,15시 4구간,156.34
63,16시 1구간,156.34
64,16시 2구간,156.34
65,16시 3구간,156.34
66,16시 4구간,156.34
67,17시 1구간,157.7
68,17시 2구간,166.34
69,17시 3구간,164.71
70,17시 4구간,166.34
71,18시 1구간,165.84
72,18시 2구간,165.84
73,18시 3구간,165.88
74,18시 4구간,168.32
75,19시 1구간,167.31
76,19시 2구간,167.31
77,19시 3구간,167.31
78,19시 4구간,167.31
79,20시 1구간,167.31
80,20시 2구간,167.31
81,20시 3구간,167.31
82,20시 4구간,167.31
83,21시 1구간,167.31
84,21시 2구간,167.31
85,21시 3구간,167.31
86,21시 4구간,167.31
87,22시 1구간,167.31
88,22시 2구간,167.31
89,22시 3구간,168.9
90,22시 4구간,168.9
91,23시 1구간,168.9
92,23시 2구간,167.31
93,23시 3구간,167.31
94,23시 4구간,167.31
95,24시 1구간,164.02
96,24시 2구간,164.02
97,24시 3구간,164.02
98,24시 4구간,164.02
