,시간,03-12 (화)
0,최대,179.39
1,최소,-19.0
2,가중평균,129.08
3,01시 1구간,167.49
4,01시 2구간,167.49
5,01시 3구간,167.49
6,01시 4구간,148.87
7,02시 1구간,107.12
8,02시 2구간,107.12
9,02시 3구간,107.12
10,02시 4구간,107.12
11,03시 1구간,107.12
12,03시 2구간,107.12
13,03시 3구간,107.12
14,03시 4구간,107.12
15,04시 1구간,107.12
16,04시 2구간,107.12
17,04시 3구간,107.12
18,04시 4구간,107.12
19,05시 1구간,107.12
20,05시 2구간,107.12
21,05시 3구간,107.12
22,05시 4구간,107.12
23,06시 1구간,107.12
24,06시 2구간,107.12
25,06시 3구간,107.12
26,06시 4구간,107.12
27,07시 1구간,166.02
28,07시 2구간,166.02
29,07시 3구간,166.02
30,07시 4구간,166.02
31,08시 1구간,166.02
32,08시 2구간,166.02
33,08시 3구간,166.02
34,08시 4구간,166.02
35,09시 1구간,165.97
36,09시 2구간,165.97
37,09시 3구간,165.97
38,09시 4구간,165.97
39,10시 1구간,179.39
40,10시 2구간,167.31
41,10시 3구간,166.47
42,10시 4구간,179.39
43,11시 1구간,170.48
44,11시 2구간,170.48
45,11시 3구간,170.48
46,11시 4구간,-19.0
47,12시 1구간,0.0
48,12시 2구간,168.38
49,12시 3구간,168.38
50,12시 4구간,0.0
51,13시 1구간,0.0
52,13시 2구간,160.21
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,0.0
56,14시 2구간,0.0
57,14시 3구간,0.0
58,14시 4구간,0.0
59,15시 1구간,0.0
60,15시 2구간,159.57
61,15시 3구간,159.57
62,15시 4구간,0.0
63,16시 1구간,0.0
64,16시 2구간,0.0
65,16시 3구간,0.0
66,16시 4구간,0.0
67,17시 1구간,158.89
68,17시 2구간,158.89
69,17시 3구간,158.89
70,17시 4구간,158.89
71,18시 1구간,159.79
72,18시 2구간,159.79
73,18시 3구간,167.61
74,18시 4구간,167.66
75,19시 1구간,166.32
76,19시 2구간,166.32
77,19시 3구간,166.32
78,19시 4구간,166.32
79,20시 1구간,166.32
80,20시 2구간,166.32
81,20시 3구간,166.32
82,20시 4구간,166.32
83,21시 1구간,166.5
84,21시 2구간,166.5
85,21시 3구간,166.5
86,21시 4구간,166.5
87,22시 1구간,166.5
88,22시 2구간,166.5
89,22시 3구간,166.5
90,22시 4구간,166.5
91,23시 1구간,166.5
92,23시 2구간,166.5
93,23시 3구간,166.5
94,23시 4구간,158.79
95,24시 1구간,158.81
96,24시 2구간,158.81
97,24시 3구간,158.81
98,24시 4구간,158.81
