,시간,07-03 (수)
0,최대,156.47
1,최소,92.73
2,가중평균,132.87
3,01시 1구간,124.19
4,01시 2구간,124.19
5,01시 3구간,124.19
6,01시 4구간,124.19
7,02시 1구간,95.96
8,02시 2구간,95.96
9,02시 3구간,95.96
10,02시 4구간,95.96
11,03시 1구간,94.97
12,03시 2구간,94.97
13,03시 3구간,94.97
14,03시 4구간,94.97
15,04시 1구간,92.73
16,04시 2구간,92.73
17,04시 3구간,92.73
18,04시 4구간,92.73
19,05시 1구간,93.27
20,05시 2구간,93.27
21,05시 3구간,93.27
22,05시 4구간,93.27
23,06시 1구간,95.79
24,06시 2구간,95.79
25,06시 3구간,95.79
26,06시 4구간,95.79
27,07시 1구간,96.15
28,07시 2구간,96.15
29,07시 3구간,96.15
30,07시 4구간,96.15
31,08시 1구간,133.21
32,08시 2구간,133.21
33,08시 3구간,133.21
34,08시 4구간,133.21
35,09시 1구간,136.82
36,09시 2구간,136.82
37,09시 3구간,136.82
38,09시 4구간,136.82
39,10시 1구간,142.42
40,10시 2구간,142.42
41,10시 3구간,142.42
42,10시 4구간,142.42
43,11시 1구간,143.16
44,11시 2구간,143.16
45,11시 3구간,143.16
46,11시 4구간,143.16
47,12시 1구간,142.52
48,12시 2구간,142.52
49,12시 3구간,142.52
50,12시 4구간,142.52
51,13시 1구간,137.25
52,13시 2구간,137.25
53,13시 3구간,137.25
54,13시 4구간,137.25
55,14시 1구간,140.91
56,14시 2구간,140.91
57,14시 3구간,140.91
58,14시 4구간,140.91
59,15시 1구간,154.2
60,15시 2구간,154.04
61,15시 3구간,154.04
62,15시 4구간,154.04
63,16시 1구간,154.04
64,16시 2구간,154.04
65,16시 3구간,154.04
66,16시 4구간,154.04
67,17시 1구간,156.47
68,17시 2구간,156.47
69,17시 3구간,156.47
70,17시 4구간,156.47
71,18시 1구간,154.04
72,18시 2구간,154.04
73,18시 3구간,154.04
74,18시 4구간,154.04
75,19시 1구간,136.81
76,19시 2구간,136.81
77,19시 3구간,136.81
78,19시 4구간,136.81
79,20시 1구간,136.82
80,20시 2구간,136.82
81,20시 3구간,136.82
82,20시 4구간,136.82
83,21시 1구간,136.82
84,21시 2구간,136.82
85,21시 3구간,136.82
86,21시 4구간,136.82
87,22시 1구간,133.43
88,22시 2구간,133.43
89,22시 3구간,133.43
90,22시 4구간,133.43
91,23시 1구간,134.87
92,23시 2구간,134.87
93,23시 3구간,134.87
94,23시 4구간,134.87
95,24시 1구간,153.89
96,24시 2구간,153.89
97,24시 3구간,153.89
98,24시 4구간,133.14
