,시간,07-17 (수)
0,최대,155.07
1,최소,-74.47
2,가중평균,121.74
3,01시 1구간,124.05
4,01시 2구간,124.05
5,01시 3구간,124.05
6,01시 4구간,124.05
7,02시 1구간,107.5
8,02시 2구간,107.5
9,02시 3구간,107.5
10,02시 4구간,107.5
11,03시 1구간,99.86
12,03시 2구간,99.86
13,03시 3구간,99.86
14,03시 4구간,99.86
15,04시 1구간,99.4
16,04시 2구간,99.4
17,04시 3구간,99.4
18,04시 4구간,99.4
19,05시 1구간,99.4
20,05시 2구간,99.4
21,05시 3구간,99.4
22,05시 4구간,99.4
23,06시 1구간,99.71
24,06시 2구간,99.71
25,06시 3구간,99.71
26,06시 4구간,99.71
27,07시 1구간,103.29
28,07시 2구간,103.29
29,07시 3구간,103.29
30,07시 4구간,103.29
31,08시 1구간,138.35
32,08시 2구간,138.35
33,08시 3구간,138.35
34,08시 4구간,138.35
35,09시 1구간,137.68
36,09시 2구간,137.68
37,09시 3구간,137.68
38,09시 4구간,137.68
39,10시 1구간,141.81
40,10시 2구간,141.81
41,10시 3구간,141.81
42,10시 4구간,141.81
43,11시 1구간,141.81
44,11시 2구간,141.81
45,11시 3구간,141.81
46,11시 4구간,141.81
47,12시 1구간,142.14
48,12시 2구간,142.14
49,12시 3구간,142.14
50,12시 4구간,142.14
51,13시 1구간,-2.0
52,13시 2구간,-2.0
53,13시 3구간,-2.0
54,13시 4구간,-50.01
55,14시 1구간,-74.47
56,14시 2구간,-50.01
57,14시 3구간,-2.0
58,14시 4구간,142.1
59,15시 1구간,142.8
60,15시 2구간,142.8
61,15시 3구간,142.8
62,15시 4구간,142.8
63,16시 1구간,142.8
64,16시 2구간,142.8
65,16시 3구간,142.8
66,16시 4구간,142.8
67,17시 1구간,141.78
68,17시 2구간,141.78
69,17시 3구간,141.78
70,17시 4구간,141.78
71,18시 1구간,141.78
72,18시 2구간,141.78
73,18시 3구간,141.78
74,18시 4구간,141.78
75,19시 1구간,140.23
76,19시 2구간,140.23
77,19시 3구간,140.23
78,19시 4구간,153.31
79,20시 1구간,153.51
80,20시 2구간,153.51
81,20시 3구간,153.51
82,20시 4구간,153.51
83,21시 1구간,154.96
84,21시 2구간,154.96
85,21시 3구간,154.96
86,21시 4구간,153.7
87,22시 1구간,153.7
88,22시 2구간,153.7
89,22시 3구간,153.7
90,22시 4구간,153.7
91,23시 1구간,155.07
92,23시 2구간,155.07
93,23시 3구간,134.3
94,23시 4구간,134.3
95,24시 1구간,134.3
96,24시 2구간,134.3
97,24시 3구간,134.3
98,24시 4구간,134.3
