,시간,05-25 (토)
0,최대,118.98
1,최소,-79.06
2,가중평균,62.25
3,01시 1구간,112.35
4,01시 2구간,112.35
5,01시 3구간,112.35
6,01시 4구간,112.35
7,02시 1구간,97.74
8,02시 2구간,97.74
9,02시 3구간,97.74
10,02시 4구간,97.74
11,03시 1구간,91.73
12,03시 2구간,91.73
13,03시 3구간,91.73
14,03시 4구간,91.73
15,04시 1구간,91.73
16,04시 2구간,91.73
17,04시 3구간,91.73
18,04시 4구간,91.73
19,05시 1구간,91.73
20,05시 2구간,91.73
21,05시 3구간,91.73
22,05시 4구간,91.73
23,06시 1구간,92.19
24,06시 2구간,92.19
25,06시 3구간,92.19
26,06시 4구간,92.19
27,07시 1구간,92.19
28,07시 2구간,92.19
29,07시 3구간,92.19
30,07시 4구간,92.19
31,08시 1구간,92.49
32,08시 2구간,92.49
33,08시 3구간,92.49
34,08시 4구간,92.49
35,09시 1구간,101.86
36,09시 2구간,-77.48
37,09시 3구간,-77.94
38,09시 4구간,-78.27
39,10시 1구간,-79.0
40,10시 2구간,-79.06
41,10시 3구간,-79.06
42,10시 4구간,-79.06
43,11시 1구간,-77.94
44,11시 2구간,-79.06
45,11시 3구간,-79.06
46,11시 4구간,-79.06
47,12시 1구간,-79.06
48,12시 2구간,-79.06
49,12시 3구간,-79.06
50,12시 4구간,-79.06
51,13시 1구간,-79.06
52,13시 2구간,-79.06
53,13시 3구간,-79.06
54,13시 4구간,-79.06
55,14시 1구간,-77.94
56,14시 2구간,-77.48
57,14시 3구간,-39.53
58,14시 4구간,-2.0
59,15시 1구간,0.0
60,15시 2구간,0.0
61,15시 3구간,110.01
62,15시 4구간,110.01
63,16시 1구간,110.02
64,16시 2구간,110.02
65,16시 3구간,110.02
66,16시 4구간,110.02
67,17시 1구간,-77.48
68,17시 2구간,110.09
69,17시 3구간,110.09
70,17시 4구간,110.09
71,18시 1구간,104.6
72,18시 2구간,104.6
73,18시 3구간,104.6
74,18시 4구간,104.6
75,19시 1구간,113.51
76,19시 2구간,113.51
77,19시 3구간,113.51
78,19시 4구간,113.51
79,20시 1구간,116.81
80,20시 2구간,116.81
81,20시 3구간,114.48
82,20시 4구간,118.84
83,21시 1구간,118.98
84,21시 2구간,114.48
85,21시 3구간,114.48
86,21시 4구간,114.48
87,22시 1구간,114.48
88,22시 2구간,114.48
89,22시 3구간,114.48
90,22시 4구간,114.48
91,23시 1구간,113.89
92,23시 2구간,113.89
93,23시 3구간,113.89
94,23시 4구간,113.89
95,24시 1구간,109.53
96,24시 2구간,109.53
97,24시 3구간,109.53
98,24시 4구간,109.53
