,시간,05-31 (금)
0,최대,153.96
1,최소,-79.06
2,가중평균,136.9
3,01시 1구간,151.99
4,01시 2구간,151.99
5,01시 3구간,151.99
6,01시 4구간,151.99
7,02시 1구간,111.57
8,02시 2구간,111.57
9,02시 3구간,111.57
10,02시 4구간,111.57
11,03시 1구간,149.51
12,03시 2구간,149.51
13,03시 3구간,149.51
14,03시 4구간,149.51
15,04시 1구간,149.51
16,04시 2구간,149.51
17,04시 3구간,149.51
18,04시 4구간,149.51
19,05시 1구간,149.59
20,05시 2구간,149.59
21,05시 3구간,149.59
22,05시 4구간,149.59
23,06시 1구간,111.76
24,06시 2구간,111.76
25,06시 3구간,111.76
26,06시 4구간,111.76
27,07시 1구간,111.57
28,07시 2구간,111.57
29,07시 3구간,111.57
30,07시 4구간,111.57
31,08시 1구간,131.55
32,08시 2구간,131.55
33,08시 3구간,131.55
34,08시 4구간,131.55
35,09시 1구간,152.6
36,09시 2구간,152.6
37,09시 3구간,152.6
38,09시 4구간,152.6
39,10시 1구간,152.44
40,10시 2구간,152.44
41,10시 3구간,152.44
42,10시 4구간,152.44
43,11시 1구간,153.96
44,11시 2구간,153.96
45,11시 3구간,153.96
46,11시 4구간,153.96
47,12시 1구간,151.72
48,12시 2구간,151.72
49,12시 3구간,151.72
50,12시 4구간,-77.94
51,13시 1구간,-79.06
52,13시 2구간,-79.06
53,13시 3구간,141.48
54,13시 4구간,141.48
55,14시 1구간,142.17
56,14시 2구간,142.17
57,14시 3구간,142.17
58,14시 4구간,142.17
59,15시 1구간,142.17
60,15시 2구간,142.17
61,15시 3구간,142.17
62,15시 4구간,142.17
63,16시 1구간,142.17
64,16시 2구간,142.17
65,16시 3구간,142.17
66,16시 4구간,142.17
67,17시 1구간,143.0
68,17시 2구간,143.0
69,17시 3구간,143.0
70,17시 4구간,147.17
71,18시 1구간,152.0
72,18시 2구간,152.0
73,18시 3구간,152.0
74,18시 4구간,152.0
75,19시 1구간,152.37
76,19시 2구간,152.37
77,19시 3구간,152.37
78,19시 4구간,152.37
79,20시 1구간,152.75
80,20시 2구간,152.75
81,20시 3구간,152.75
82,20시 4구간,152.75
83,21시 1구간,153.33
84,21시 2구간,153.33
85,21시 3구간,148.53
86,21시 4구간,148.53
87,22시 1구간,148.77
88,22시 2구간,148.77
89,22시 3구간,148.77
90,22시 4구간,148.77
91,23시 1구간,148.77
92,23시 2구간,148.77
93,23시 3구간,148.77
94,23시 4구간,139.6
95,24시 1구간,139.63
96,24시 2구간,139.63
97,24시 3구간,139.63
98,24시 4구간,149.47
