,시간,08-05 (월)
0,최대,203.13
1,최소,106.74
2,가중평균,154.25
3,01시 1구간,160.02
4,01시 2구간,160.02
5,01시 3구간,160.02
6,01시 4구간,160.02
7,02시 1구간,106.85
8,02시 2구간,106.85
9,02시 3구간,106.85
10,02시 4구간,106.85
11,03시 1구간,106.85
12,03시 2구간,106.85
13,03시 3구간,106.85
14,03시 4구간,106.85
15,04시 1구간,106.85
16,04시 2구간,106.85
17,04시 3구간,106.85
18,04시 4구간,106.85
19,05시 1구간,106.74
20,05시 2구간,106.74
21,05시 3구간,106.74
22,05시 4구간,106.74
23,06시 1구간,106.85
24,06시 2구간,106.85
25,06시 3구간,106.85
26,06시 4구간,106.85
27,07시 1구간,139.48
28,07시 2구간,139.48
29,07시 3구간,139.48
30,07시 4구간,139.48
31,08시 1구간,143.51
32,08시 2구간,156.64
33,08시 3구간,156.64
34,08시 4구간,156.64
35,09시 1구간,156.32
36,09시 2구간,156.32
37,09시 3구간,156.32
38,09시 4구간,156.32
39,10시 1구간,159.22
40,10시 2구간,159.22
41,10시 3구간,159.22
42,10시 4구간,159.22
43,11시 1구간,158.95
44,11시 2구간,158.95
45,11시 3구간,158.95
46,11시 4구간,158.95
47,12시 1구간,158.95
48,12시 2구간,158.95
49,12시 3구간,158.95
50,12시 4구간,158.95
51,13시 1구간,158.95
52,13시 2구간,158.95
53,13시 3구간,158.95
54,13시 4구간,158.95
55,14시 1구간,158.95
56,14시 2구간,158.95
57,14시 3구간,158.95
58,14시 4구간,158.95
59,15시 1구간,183.24
60,15시 2구간,183.24
61,15시 3구간,199.78
62,15시 4구간,183.24
63,16시 1구간,198.91
64,16시 2구간,199.78
65,16시 3구간,199.78
66,16시 4구간,199.78
67,17시 1구간,158.95
68,17시 2구간,158.95
69,17시 3구간,158.95
70,17시 4구간,158.95
71,18시 1구간,158.95
72,18시 2구간,158.95
73,18시 3구간,158.95
74,18시 4구간,158.95
75,19시 1구간,158.95
76,19시 2구간,158.95
77,19시 3구간,158.95
78,19시 4구간,158.95
79,20시 1구간,159.22
80,20시 2구간,159.22
81,20시 3구간,203.04
82,20시 4구간,203.13
83,21시 1구간,159.5
84,21시 2구간,158.45
85,21시 3구간,157.68
86,21시 4구간,156.8
87,22시 1구간,156.91
88,22시 2구간,156.91
89,22시 3구간,156.91
90,22시 4구간,156.91
91,23시 1구간,157.05
92,23시 2구간,157.05
93,23시 3구간,157.05
94,23시 4구간,157.05
95,24시 1구간,157.24
96,24시 2구간,157.24
97,24시 3구간,157.24
98,24시 4구간,157.24
