,시간,09-03 (화)
0,최대,161.4
1,최소,106.57
2,가중평균,148.07
3,01시 1구간,161.4
4,01시 2구간,161.4
5,01시 3구간,161.4
6,01시 4구간,161.4
7,02시 1구간,106.86
8,02시 2구간,106.86
9,02시 3구간,106.86
10,02시 4구간,106.86
11,03시 1구간,106.86
12,03시 2구간,106.86
13,03시 3구간,106.86
14,03시 4구간,106.86
15,04시 1구간,106.57
16,04시 2구간,106.57
17,04시 3구간,106.57
18,04시 4구간,106.57
19,05시 1구간,106.82
20,05시 2구간,106.82
21,05시 3구간,106.82
22,05시 4구간,106.82
23,06시 1구간,106.87
24,06시 2구간,106.87
25,06시 3구간,106.87
26,06시 4구간,106.87
27,07시 1구간,134.71
28,07시 2구간,134.71
29,07시 3구간,134.71
30,07시 4구간,134.71
31,08시 1구간,145.28
32,08시 2구간,145.28
33,08시 3구간,145.28
34,08시 4구간,145.28
35,09시 1구간,145.49
36,09시 2구간,145.49
37,09시 3구간,145.49
38,09시 4구간,145.49
39,10시 1구간,158.7
40,10시 2구간,158.7
41,10시 3구간,158.7
42,10시 4구간,158.7
43,11시 1구간,158.53
44,11시 2구간,158.53
45,11시 3구간,158.53
46,11시 4구간,158.53
47,12시 1구간,158.53
48,12시 2구간,158.53
49,12시 3구간,158.53
50,12시 4구간,158.53
51,13시 1구간,158.53
52,13시 2구간,158.53
53,13시 3구간,158.53
54,13시 4구간,158.53
55,14시 1구간,158.36
56,14시 2구간,158.36
57,14시 3구간,158.36
58,14시 4구간,158.36
59,15시 1구간,158.53
60,15시 2구간,158.53
61,15시 3구간,158.53
62,15시 4구간,158.53
63,16시 1구간,158.53
64,16시 2구간,158.53
65,16시 3구간,158.53
66,16시 4구간,158.53
67,17시 1구간,160.14
68,17시 2구간,160.14
69,17시 3구간,160.14
70,17시 4구간,160.14
71,18시 1구간,160.14
72,18시 2구간,160.14
73,18시 3구간,160.14
74,18시 4구간,160.14
75,19시 1구간,160.14
76,19시 2구간,160.14
77,19시 3구간,160.14
78,19시 4구간,160.14
79,20시 1구간,159.77
80,20시 2구간,159.77
81,20시 3구간,159.77
82,20시 4구간,159.77
83,21시 1구간,160.02
84,21시 2구간,160.02
85,21시 3구간,160.02
86,21시 4구간,160.02
87,22시 1구간,159.35
88,22시 2구간,159.35
89,22시 3구간,159.35
90,22시 4구간,159.35
91,23시 1구간,158.02
92,23시 2구간,158.02
93,23시 3구간,158.02
94,23시 4구간,140.65
95,24시 1구간,140.44
96,24시 2구간,140.44
97,24시 3구간,140.44
98,24시 4구간,140.44
