,시간,03-07 (목)
0,최대,179.82
1,최소,-77.94
2,가중평균,112.86
3,01시 1구간,107.31
4,01시 2구간,107.31
5,01시 3구간,107.31
6,01시 4구간,107.31
7,02시 1구간,94.48
8,02시 2구간,94.48
9,02시 3구간,94.48
10,02시 4구간,94.48
11,03시 1구간,90.83
12,03시 2구간,90.83
13,03시 3구간,90.83
14,03시 4구간,90.83
15,04시 1구간,90.83
16,04시 2구간,90.83
17,04시 3구간,90.83
18,04시 4구간,90.83
19,05시 1구간,90.83
20,05시 2구간,90.83
21,05시 3구간,90.83
22,05시 4구간,90.83
23,06시 1구간,95.0
24,06시 2구간,95.0
25,06시 3구간,0.0
26,06시 4구간,0.0
27,07시 1구간,108.17
28,07시 2구간,0.0
29,07시 3구간,0.0
30,07시 4구간,108.17
31,08시 1구간,108.69
32,08시 2구간,108.69
33,08시 3구간,108.69
34,08시 4구간,108.69
35,09시 1구간,177.29
36,09시 2구간,177.29
37,09시 3구간,177.29
38,09시 4구간,176.93
39,10시 1구간,0.0
40,10시 2구간,179.82
41,10시 3구간,179.82
42,10시 4구간,179.82
43,11시 1구간,0.0
44,11시 2구간,-1.0
45,11시 3구간,-19.0
46,11시 4구간,-77.94
47,12시 1구간,-77.94
48,12시 2구간,-19.0
49,12시 3구간,-8.0
50,12시 4구간,-2.0
51,13시 1구간,-19.0
52,13시 2구간,-1.0
53,13시 3구간,0.0
54,13시 4구간,154.48
55,14시 1구간,159.69
56,14시 2구간,159.69
57,14시 3구간,159.69
58,14시 4구간,159.69
59,15시 1구간,154.67
60,15시 2구간,154.67
61,15시 3구간,154.67
62,15시 4구간,154.67
63,16시 1구간,145.83
64,16시 2구간,145.83
65,16시 3구간,145.83
66,16시 4구간,145.83
67,17시 1구간,145.83
68,17시 2구간,145.83
69,17시 3구간,0.0
70,17시 4구간,169.37
71,18시 1구간,170.03
72,18시 2구간,170.03
73,18시 3구간,170.03
74,18시 4구간,170.03
75,19시 1구간,170.03
76,19시 2구간,170.03
77,19시 3구간,170.03
78,19시 4구간,170.03
79,20시 1구간,145.07
80,20시 2구간,145.07
81,20시 3구간,145.07
82,20시 4구간,145.07
83,21시 1구간,148.6
84,21시 2구간,148.6
85,21시 3구간,148.6
86,21시 4구간,148.6
87,22시 1구간,170.03
88,22시 2구간,170.03
89,22시 3구간,170.03
90,22시 4구간,170.03
91,23시 1구간,131.2
92,23시 2구간,131.2
93,23시 3구간,131.2
94,23시 4구간,131.2
95,24시 1구간,131.94
96,24시 2구간,131.94
97,24시 3구간,131.94
98,24시 4구간,131.94
