,시간,09-02 (월)
0,최대,162.43
1,최소,106.74
2,가중평균,144.86
3,01시 1구간,106.87
4,01시 2구간,106.87
5,01시 3구간,106.87
6,01시 4구간,106.87
7,02시 1구간,106.86
8,02시 2구간,106.86
9,02시 3구간,106.86
10,02시 4구간,106.86
11,03시 1구간,106.74
12,03시 2구간,106.74
13,03시 3구간,106.74
14,03시 4구간,106.74
15,04시 1구간,106.76
16,04시 2구간,106.76
17,04시 3구간,106.76
18,04시 4구간,106.76
19,05시 1구간,106.74
20,05시 2구간,106.74
21,05시 3구간,106.74
22,05시 4구간,106.74
23,06시 1구간,106.86
24,06시 2구간,106.86
25,06시 3구간,106.86
26,06시 4구간,106.86
27,07시 1구간,106.86
28,07시 2구간,106.86
29,07시 3구간,106.86
30,07시 4구간,106.86
31,08시 1구간,142.34
32,08시 2구간,142.34
33,08시 3구간,142.34
34,08시 4구간,142.34
35,09시 1구간,146.4
36,09시 2구간,146.4
37,09시 3구간,146.4
38,09시 4구간,146.4
39,10시 1구간,159.62
40,10시 2구간,159.44
41,10시 3구간,157.24
42,10시 4구간,158.91
43,11시 1구간,153.58
44,11시 2구간,153.58
45,11시 3구간,153.58
46,11시 4구간,153.58
47,12시 1구간,127.39
48,12시 2구간,127.1
49,12시 3구간,127.45
50,12시 4구간,128.63
51,13시 1구간,150.52
52,13시 2구간,150.52
53,13시 3구간,150.52
54,13시 4구간,150.52
55,14시 1구간,159.86
56,14시 2구간,159.86
57,14시 3구간,159.86
58,14시 4구간,159.86
59,15시 1구간,159.86
60,15시 2구간,159.86
61,15시 3구간,159.86
62,15시 4구간,159.86
63,16시 1구간,162.43
64,16시 2구간,162.43
65,16시 3구간,162.43
66,16시 4구간,162.43
67,17시 1구간,160.14
68,17시 2구간,160.14
69,17시 3구간,160.14
70,17시 4구간,160.14
71,18시 1구간,160.14
72,18시 2구간,160.14
73,18시 3구간,160.14
74,18시 4구간,160.14
75,19시 1구간,160.14
76,19시 2구간,160.14
77,19시 3구간,160.14
78,19시 4구간,160.14
79,20시 1구간,160.42
80,20시 2구간,160.42
81,20시 3구간,160.42
82,20시 4구간,160.42
83,21시 1구간,160.42
84,21시 2구간,160.42
85,21시 3구간,160.42
86,21시 4구간,160.42
87,22시 1구간,160.7
88,22시 2구간,160.7
89,22시 3구간,160.7
90,22시 4구간,160.7
91,23시 1구간,160.7
92,23시 2구간,160.7
93,23시 3구간,160.7
94,23시 4구간,160.7
95,24시 1구간,158.02
96,24시 2구간,158.02
97,24시 3구간,158.02
98,24시 4구간,158.02
