,시간,05-27 (월)
0,최대,157.83
1,최소,-79.06
2,가중평균,103.92
3,01시 1구간,91.81
4,01시 2구간,91.81
5,01시 3구간,91.81
6,01시 4구간,91.81
7,02시 1구간,82.66
8,02시 2구간,82.66
9,02시 3구간,82.66
10,02시 4구간,82.66
11,03시 1구간,82.66
12,03시 2구간,82.66
13,03시 3구간,82.66
14,03시 4구간,82.66
15,04시 1구간,81.77
16,04시 2구간,81.77
17,04시 3구간,81.77
18,04시 4구간,81.77
19,05시 1구간,81.77
20,05시 2구간,81.77
21,05시 3구간,81.77
22,05시 4구간,81.77
23,06시 1구간,88.62
24,06시 2구간,88.62
25,06시 3구간,88.62
26,06시 4구간,88.62
27,07시 1구간,95.78
28,07시 2구간,95.78
29,07시 3구간,95.78
30,07시 4구간,95.78
31,08시 1구간,113.61
32,08시 2구간,113.61
33,08시 3구간,113.61
34,08시 4구간,113.61
35,09시 1구간,138.08
36,09시 2구간,138.08
37,09시 3구간,138.08
38,09시 4구간,138.08
39,10시 1구간,140.46
40,10시 2구간,0.0
41,10시 3구간,-79.06
42,10시 4구간,-79.06
43,11시 1구간,-79.06
44,11시 2구간,-79.06
45,11시 3구간,-79.06
46,11시 4구간,-79.06
47,12시 1구간,-79.06
48,12시 2구간,-79.06
49,12시 3구간,-79.06
50,12시 4구간,0.0
51,13시 1구간,0.0
52,13시 2구간,0.0
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,120.24
56,14시 2구간,120.24
57,14시 3구간,142.93
58,14시 4구간,142.93
59,15시 1구간,145.59
60,15시 2구간,145.59
61,15시 3구간,145.59
62,15시 4구간,145.59
63,16시 1구간,145.19
64,16시 2구간,145.19
65,16시 3구간,154.08
66,16시 4구간,154.08
67,17시 1구간,157.83
68,17시 2구간,157.83
69,17시 3구간,157.83
70,17시 4구간,157.83
71,18시 1구간,154.41
72,18시 2구간,154.41
73,18시 3구간,154.41
74,18시 4구간,154.41
75,19시 1구간,154.91
76,19시 2구간,154.91
77,19시 3구간,155.03
78,19시 4구간,154.91
79,20시 1구간,155.67
80,20시 2구간,155.67
81,20시 3구간,155.67
82,20시 4구간,155.67
83,21시 1구간,155.83
84,21시 2구간,155.83
85,21시 3구간,155.83
86,21시 4구간,155.83
87,22시 1구간,155.83
88,22시 2구간,155.83
89,22시 3구간,155.83
90,22시 4구간,155.83
91,23시 1구간,155.83
92,23시 2구간,155.83
93,23시 3구간,155.83
94,23시 4구간,155.83
95,24시 1구간,155.83
96,24시 2구간,155.83
97,24시 3구간,155.83
98,24시 4구간,137.22
