,시간,05-21 (화)
0,최대,154.88
1,최소,-79.06
2,가중평균,121.98
3,01시 1구간,114.71
4,01시 2구간,114.71
5,01시 3구간,114.71
6,01시 4구간,114.71
7,02시 1구간,114.71
8,02시 2구간,114.71
9,02시 3구간,114.71
10,02시 4구간,114.71
11,03시 1구간,99.14
12,03시 2구간,99.14
13,03시 3구간,99.14
14,03시 4구간,99.14
15,04시 1구간,91.74
16,04시 2구간,91.74
17,04시 3구간,91.74
18,04시 4구간,91.74
19,05시 1구간,95.28
20,05시 2구간,95.28
21,05시 3구간,95.28
22,05시 4구간,95.28
23,06시 1구간,102.03
24,06시 2구간,102.03
25,06시 3구간,102.03
26,06시 4구간,102.03
27,07시 1구간,114.62
28,07시 2구간,114.62
29,07시 3구간,114.62
30,07시 4구간,114.62
31,08시 1구간,113.6
32,08시 2구간,113.6
33,08시 3구간,113.6
34,08시 4구간,113.6
35,09시 1구간,140.42
36,09시 2구간,140.42
37,09시 3구간,140.42
38,09시 4구간,140.42
39,10시 1구간,-78.27
40,10시 2구간,-79.06
41,10시 3구간,-79.06
42,10시 4구간,-79.06
43,11시 1구간,138.79
44,11시 2구간,138.79
45,11시 3구간,138.79
46,11시 4구간,138.79
47,12시 1구간,138.82
48,12시 2구간,138.82
49,12시 3구간,0.0
50,12시 4구간,0.0
51,13시 1구간,0.0
52,13시 2구간,138.82
53,13시 3구간,138.82
54,13시 4구간,138.82
55,14시 1구간,138.81
56,14시 2구간,138.81
57,14시 3구간,138.81
58,14시 4구간,138.81
59,15시 1구간,138.82
60,15시 2구간,138.82
61,15시 3구간,138.82
62,15시 4구간,138.82
63,16시 1구간,138.82
64,16시 2구간,138.82
65,16시 3구간,138.82
66,16시 4구간,138.82
67,17시 1구간,149.03
68,17시 2구간,149.03
69,17시 3구간,153.6
70,17시 4구간,153.6
71,18시 1구간,153.29
72,18시 2구간,153.29
73,18시 3구간,153.29
74,18시 4구간,153.29
75,19시 1구간,154.08
76,19시 2구간,154.08
77,19시 3구간,154.08
78,19시 4구간,153.79
79,20시 1구간,154.4
80,20시 2구간,154.24
81,20시 3구간,154.24
82,20시 4구간,154.24
83,21시 1구간,154.72
84,21시 2구간,154.65
85,21시 3구간,154.65
86,21시 4구간,154.65
87,22시 1구간,154.72
88,22시 2구간,154.72
89,22시 3구간,154.72
90,22시 4구간,154.72
91,23시 1구간,154.88
92,23시 2구간,154.88
93,23시 3구간,154.88
94,23시 4구간,154.88
95,24시 1구간,154.88
96,24시 2구간,154.88
97,24시 3구간,154.88
98,24시 4구간,154.88
