,시간,04-06 (토)
0,최대,207.24
1,최소,96.08
2,가중평균,146.16
3,01시 1구간,157.22
4,01시 2구간,207.24
5,01시 3구간,158.9
6,01시 4구간,157.77
7,02시 1구간,153.7
8,02시 2구간,159.85
9,02시 3구간,153.19
10,02시 4구간,158.9
11,03시 1구간,158.37
12,03시 2구간,157.8
13,03시 3구간,157.63
14,03시 4구간,154.12
15,04시 1구간,153.27
16,04시 2구간,155.6
17,04시 3구간,96.08
18,04시 4구간,155.6
19,05시 1구간,155.6
20,05시 2구간,153.27
21,05시 3구간,155.6
22,05시 4구간,155.6
23,06시 1구간,152.32
24,06시 2구간,155.6
25,06시 3구간,155.6
26,06시 4구간,155.6
27,07시 1구간,157.47
28,07시 2구간,154.18
29,07시 3구간,153.7
30,07시 4구간,155.6
31,08시 1구간,152.83
32,08시 2구간,150.95
33,08시 3구간,103.54
34,08시 4구간,103.54
35,09시 1구간,152.86
36,09시 2구간,96.77
37,09시 3구간,145.98
38,09시 4구간,145.98
39,10시 1구간,145.79
40,10시 2구간,145.79
41,10시 3구간,145.79
42,10시 4구간,145.79
43,11시 1구간,145.42
44,11시 2구간,145.42
45,11시 3구간,145.42
46,11시 4구간,145.42
47,12시 1구간,145.42
48,12시 2구간,145.42
49,12시 3구간,145.42
50,12시 4구간,145.42
51,13시 1구간,145.42
52,13시 2구간,145.42
53,13시 3구간,145.42
54,13시 4구간,145.42
55,14시 1구간,145.42
56,14시 2구간,145.42
57,14시 3구간,145.42
58,14시 4구간,145.42
59,15시 1구간,145.42
60,15시 2구간,145.42
61,15시 3구간,145.42
62,15시 4구간,145.42
63,16시 1구간,96.27
64,16시 2구간,96.27
65,16시 3구간,96.27
66,16시 4구간,96.27
67,17시 1구간,97.0
68,17시 2구간,97.0
69,17시 3구간,97.0
70,17시 4구간,97.0
71,18시 1구간,114.7
72,18시 2구간,145.61
73,18시 3구간,114.7
74,18시 4구간,145.61
75,19시 1구간,145.61
76,19시 2구간,145.61
77,19시 3구간,145.61
78,19시 4구간,145.61
79,20시 1구간,158.17
80,20시 2구간,158.17
81,20시 3구간,158.17
82,20시 4구간,158.17
83,21시 1구간,158.36
84,21시 2구간,158.36
85,21시 3구간,158.36
86,21시 4구간,157.91
87,22시 1구간,158.36
88,22시 2구간,158.36
89,22시 3구간,158.36
90,22시 4구간,158.36
91,23시 1구간,158.36
92,23시 2구간,158.36
93,23시 3구간,158.36
94,23시 4구간,158.36
95,24시 1구간,158.36
96,24시 2구간,158.36
97,24시 3구간,158.36
98,24시 4구간,158.36
